studyName,studyYear,studyLoc,replicate,blockNumber,rowNumber,colNumber,plotNumber,germplasmName,intercropGermplasmName,observationLevel,observationUnitName,Oat_Height_1,Oat_Height_2,Oat_Height_3,Pea_Height_1,Pea_Height_2,Pea_Height_3,Oat_establishment,Pea_establishment,Lodging,Oat_Heading_Date,Pea_Flowering_Date
B4I_2025_AL,2025,AL,1,1,3,40,1120,IL23-512,NA,subplot,B4I_2025_AL_1120_subplot_1,21,82,NA,12,36,NA,10,1,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,3,40,1120,IL23-512,NA,subplot,B4I_2025_AL_1120_subplot_2,18,68,NA,17,42,NA,9,6,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,3,40,1120,IL23-512,NA,subplot,B4I_2025_AL_1120_subplot_3,25,70,NA,15,39,NA,11,5,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,40,1121,IL22-4325,NDP250122Y,plot,B4I_2025_AL_1121,25,84,25,14,39,14,10,5,3,122,115
B4I_2025_AL,2025,AL,1,1,4,40,1121,IL22-4325,NA,subplot,B4I_2025_AL_1121_subplot_1,30,80,NA,17,50,NA,13,6,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,40,1121,IL22-4325,NA,subplot,B4I_2025_AL_1121_subplot_2,28,84,NA,12,40,NA,8,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,40,1121,IL22-4325,NA,subplot,B4I_2025_AL_1121_subplot_3,25,84,NA,14,39,NA,10,5,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,39,1122,IL23-621,NDP170177Y,plot,B4I_2025_AL_1122,28,80,28,11,35,11,12,1,2,125,119
B4I_2025_AL,2025,AL,1,1,4,39,1122,IL23-621,NA,subplot,B4I_2025_AL_1122_subplot_1,23,84,NA,5,57,NA,11,1,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,39,1122,IL23-621,NA,subplot,B4I_2025_AL_1122_subplot_2,25,84,NA,11,45,NA,15,1,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,39,1122,IL23-621,NA,subplot,B4I_2025_AL_1122_subplot_3,28,80,NA,11,35,NA,12,1,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,38,1123,IL23-907,NDP250119G,plot,B4I_2025_AL_1123,19,75,19,11,46,11,17,5,1,125,119
B4I_2025_AL,2025,AL,1,1,4,38,1123,IL23-907,NA,subplot,B4I_2025_AL_1123_subplot_1,23,77,NA,13,47,NA,14,2,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,38,1123,IL23-907,NA,subplot,B4I_2025_AL_1123_subplot_2,22,68,NA,9,44,NA,9,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,38,1123,IL23-907,NA,subplot,B4I_2025_AL_1123_subplot_3,19,75,NA,11,46,NA,17,5,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,37,1124,IL23-3738,NDP250149G,plot,B4I_2025_AL_1124,23,71,23,15,52,15,14,6,1,122,115
B4I_2025_AL,2025,AL,1,1,4,37,1124,IL23-3738,NA,subplot,B4I_2025_AL_1124_subplot_1,26,75,NA,17,56,NA,13,5,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,37,1124,IL23-3738,NA,subplot,B4I_2025_AL_1124_subplot_2,29,78,NA,12,56,NA,10,6,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,37,1124,IL23-3738,NA,subplot,B4I_2025_AL_1124_subplot_3,23,71,NA,15,52,NA,14,6,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,36,1125,IL23-3823,NDP250118G,plot,B4I_2025_AL_1125,24,79,24,15,42,15,12,2,4,122,115
B4I_2025_AL,2025,AL,1,1,4,36,1125,IL23-3823,NA,subplot,B4I_2025_AL_1125_subplot_1,28,74,NA,11,40,NA,11,2,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,36,1125,IL23-3823,NA,subplot,B4I_2025_AL_1125_subplot_2,25,76,NA,14,35,NA,9,3,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,36,1125,IL23-3823,NA,subplot,B4I_2025_AL_1125_subplot_3,24,79,NA,15,42,NA,12,2,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,35,1126,IL23-1660,NDP170056G,plot,B4I_2025_AL_1126,27,82,27,16,47,16,10,2,3,119,115
B4I_2025_AL,2025,AL,1,1,4,35,1126,IL23-1660,NA,subplot,B4I_2025_AL_1126_subplot_1,25,77,NA,15,46,NA,12,5,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,35,1126,IL23-1660,NA,subplot,B4I_2025_AL_1126_subplot_2,29,75,NA,5,45,NA,9,6,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,35,1126,IL23-1660,NA,subplot,B4I_2025_AL_1126_subplot_3,27,82,NA,16,47,NA,10,2,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,34,1127,IL23-4252,NDP170094Y,plot,B4I_2025_AL_1127,23,75,23,18,44,18,13,4,4,125,119
B4I_2025_AL,2025,AL,1,1,4,34,1127,IL23-4252,NA,subplot,B4I_2025_AL_1127_subplot_1,25,84,NA,17,62,NA,12,2,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,34,1127,IL23-4252,NA,subplot,B4I_2025_AL_1127_subplot_2,28,74,NA,11,50,NA,6,5,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,34,1127,IL23-4252,NA,subplot,B4I_2025_AL_1127_subplot_3,23,75,NA,18,44,NA,13,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,5,33,1128,IL23-268,NDP250027G,plot,B4I_2025_AL_1128,29,80,29,14,40,14,11,4,3,122,115
B4I_2025_AL,2025,AL,1,1,5,33,1128,IL23-268,NA,subplot,B4I_2025_AL_1128_subplot_1,27,87,NA,17,52,NA,8,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,5,33,1128,IL23-268,NA,subplot,B4I_2025_AL_1128_subplot_2,28,80,NA,16,50,NA,9,5,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,5,33,1128,IL23-268,NA,subplot,B4I_2025_AL_1128_subplot_3,29,80,NA,14,40,NA,11,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,32,1129,IL23-4835,NDP250097Y,plot,B4I_2025_AL_1129,25,89,25,15,45,15,10,5,4,122,115
B4I_2025_AL,2025,AL,1,1,4,32,1129,IL23-4835,NA,subplot,B4I_2025_AL_1129_subplot_1,28,84,NA,11,42,NA,14,9,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,32,1129,IL23-4835,NA,subplot,B4I_2025_AL_1129_subplot_2,25,86,NA,14,42,NA,13,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,32,1129,IL23-4835,NA,subplot,B4I_2025_AL_1129_subplot_3,25,89,NA,15,45,NA,10,5,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,31,1130,IL19-6345,NDP250122Y,plot,B4I_2025_AL_1130,30,83,30,13,46,13,13,5,3,122,115
B4I_2025_AL,2025,AL,1,1,4,31,1130,IL19-6345,NA,subplot,B4I_2025_AL_1130_subplot_1,27,72,NA,18,44,NA,11,2,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,31,1130,IL19-6345,NA,subplot,B4I_2025_AL_1130_subplot_2,26,75,NA,17,43,NA,6,7,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,31,1130,IL19-6345,NA,subplot,B4I_2025_AL_1130_subplot_3,30,83,NA,13,46,NA,13,5,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,30,1131,IL23-3565,NDP250031Y,plot,B4I_2025_AL_1131,24,70,24,18,42,18,9,5,2,122,115
B4I_2025_AL,2025,AL,1,1,4,30,1131,IL23-3565,NA,subplot,B4I_2025_AL_1131_subplot_1,22,66,NA,17,43,NA,10,6,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,30,1131,IL23-3565,NA,subplot,B4I_2025_AL_1131_subplot_2,22,70,NA,17,52,NA,15,2,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,30,1131,IL23-3565,NA,subplot,B4I_2025_AL_1131_subplot_3,24,70,NA,18,42,NA,9,5,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,29,1132,IL23-2554,NDP170161Y,plot,B4I_2025_AL_1132,27,70,27,21,47,21,13,4,1,128,119
B4I_2025_AL,2025,AL,1,1,4,29,1132,IL23-2554,NA,subplot,B4I_2025_AL_1132_subplot_1,25,65,NA,19,42,NA,7,7,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,29,1132,IL23-2554,NA,subplot,B4I_2025_AL_1132_subplot_2,28,65,NA,15,53,NA,12,7,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,29,1132,IL23-2554,NA,subplot,B4I_2025_AL_1132_subplot_3,27,70,NA,21,47,NA,13,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,28,1133,IL19-7063,NDP250175Y,plot,B4I_2025_AL_1133,25,84,25,22,42,22,11,6,1,122,115
B4I_2025_AL,2025,AL,1,1,4,28,1133,IL19-7063,NA,subplot,B4I_2025_AL_1133_subplot_1,25,74,NA,23,54,NA,9,8,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,28,1133,IL19-7063,NA,subplot,B4I_2025_AL_1133_subplot_2,27,84,NA,20,52,NA,17,3,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,28,1133,IL19-7063,NA,subplot,B4I_2025_AL_1133_subplot_3,25,84,NA,22,42,NA,11,6,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,27,1134,IL23-4063,NDP250174Y,plot,B4I_2025_AL_1134,27,75,27,15,47,15,14,5,2,128,119
B4I_2025_AL,2025,AL,1,1,4,27,1134,IL23-4063,NA,subplot,B4I_2025_AL_1134_subplot_1,24,81,NA,21,46,NA,10,2,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,27,1134,IL23-4063,NA,subplot,B4I_2025_AL_1134_subplot_2,25,80,NA,18,50,NA,11,3,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,27,1134,IL23-4063,NA,subplot,B4I_2025_AL_1134_subplot_3,27,75,NA,15,47,NA,14,5,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,26,1135,IL22-2250,NDP160129G,plot,B4I_2025_AL_1135,26,74,26,15,41,15,13,4,1,128,119
B4I_2025_AL,2025,AL,1,1,4,26,1135,IL22-2250,NA,subplot,B4I_2025_AL_1135_subplot_1,27,74,NA,15,45,NA,9,2,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,26,1135,IL22-2250,NA,subplot,B4I_2025_AL_1135_subplot_2,24,76,NA,16,40,NA,15,3,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,26,1135,IL22-2250,NA,subplot,B4I_2025_AL_1135_subplot_3,26,74,NA,15,41,NA,13,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,25,1136,IL22-5830,NDP250043Y,plot,B4I_2025_AL_1136,28,74,28,17,42,17,7,6,2,122,115
B4I_2025_AL,2025,AL,1,1,4,25,1136,IL22-5830,NA,subplot,B4I_2025_AL_1136_subplot_1,24,82,NA,14,42,NA,11,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,25,1136,IL22-5830,NA,subplot,B4I_2025_AL_1136_subplot_2,28,85,NA,15,40,NA,9,2,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,25,1136,IL22-5830,NA,subplot,B4I_2025_AL_1136_subplot_3,28,74,NA,17,42,NA,7,6,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,24,1137,IL23-3826,NDP250107G,plot,B4I_2025_AL_1137,27,82,27,11,42,11,16,1,7,122,115
B4I_2025_AL,2025,AL,1,1,4,24,1137,IL23-3826,NA,subplot,B4I_2025_AL_1137_subplot_1,27,84,NA,11,35,NA,15,3,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,24,1137,IL23-3826,NA,subplot,B4I_2025_AL_1137_subplot_2,25,75,NA,12,47,NA,10,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,24,1137,IL23-3826,NA,subplot,B4I_2025_AL_1137_subplot_3,27,82,NA,11,42,NA,16,1,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,23,1138,IL23-4444,NDP250056G,plot,B4I_2025_AL_1138,23,62,23,15,43,15,12,4,3,119,115
B4I_2025_AL,2025,AL,1,1,4,23,1138,IL23-4444,NA,subplot,B4I_2025_AL_1138_subplot_1,24,62,NA,17,43,NA,9,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,23,1138,IL23-4444,NA,subplot,B4I_2025_AL_1138_subplot_2,25,64,NA,20,45,NA,7,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,23,1138,IL23-4444,NA,subplot,B4I_2025_AL_1138_subplot_3,23,62,NA,15,43,NA,12,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,22,1139,IL20-8446,NDP250089Y,plot,B4I_2025_AL_1139,27,78,27,19,66,19,14,2,2,119,115
B4I_2025_AL,2025,AL,1,1,4,22,1139,IL20-8446,NA,subplot,B4I_2025_AL_1139_subplot_1,29,74,NA,16,52,NA,10,3,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,22,1139,IL20-8446,NA,subplot,B4I_2025_AL_1139_subplot_2,27,75,NA,19,54,NA,11,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,22,1139,IL20-8446,NA,subplot,B4I_2025_AL_1139_subplot_3,27,78,NA,19,66,NA,14,2,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,21,1140,IL21-4020,NDP170022G,plot,B4I_2025_AL_1140,26,75,26,17,50,17,11,6,2,125,119
B4I_2025_AL,2025,AL,1,1,4,21,1140,IL21-4020,NA,subplot,B4I_2025_AL_1140_subplot_1,27,72,NA,14,42,NA,11,3,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,21,1140,IL21-4020,NA,subplot,B4I_2025_AL_1140_subplot_2,25,64,NA,17,36,NA,6,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,21,1140,IL21-4020,NA,subplot,B4I_2025_AL_1140_subplot_3,26,75,NA,17,50,NA,11,6,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,20,1141,IL21-3542,NDP250171Y,plot,B4I_2025_AL_1141,30,77,30,14,50,14,12,5,2,125,119
B4I_2025_AL,2025,AL,1,1,4,20,1141,IL21-3542,NA,subplot,B4I_2025_AL_1141_subplot_1,25,68,NA,15,52,NA,13,2,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,20,1141,IL21-3542,NA,subplot,B4I_2025_AL_1141_subplot_2,28,74,NA,15,47,NA,14,2,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,20,1141,IL21-3542,NA,subplot,B4I_2025_AL_1141_subplot_3,30,77,NA,14,50,NA,12,5,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,19,1142,IL23-1651,NDP250077Y,plot,B4I_2025_AL_1142,28,93,28,23,62,23,15,5,9,122,115
B4I_2025_AL,2025,AL,1,1,4,19,1142,IL23-1651,NA,subplot,B4I_2025_AL_1142_subplot_1,28,101,NA,21,61,NA,12,2,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,19,1142,IL23-1651,NA,subplot,B4I_2025_AL_1142_subplot_2,29,95,NA,21,70,NA,8,5,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,19,1142,IL23-1651,NA,subplot,B4I_2025_AL_1142_subplot_3,28,93,NA,23,62,NA,15,5,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,18,1143,IL22-251,NDP250146G,plot,B4I_2025_AL_1143,27,72,27,21,52,21,13,5,3,128,119
B4I_2025_AL,2025,AL,1,1,4,18,1143,IL22-251,NA,subplot,B4I_2025_AL_1143_subplot_1,27,75,NA,17,52,NA,10,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,18,1143,IL22-251,NA,subplot,B4I_2025_AL_1143_subplot_2,26,72,NA,14,65,NA,11,6,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,18,1143,IL22-251,NA,subplot,B4I_2025_AL_1143_subplot_3,27,72,NA,21,52,NA,13,5,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,17,1144,IL23-612,NDP250098Y,plot,B4I_2025_AL_1144,29,85,29,19,56,19,13,3,3,122,115
B4I_2025_AL,2025,AL,1,1,4,17,1144,IL23-612,NA,subplot,B4I_2025_AL_1144_subplot_1,26,88,NA,18,52,NA,15,7,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,17,1144,IL23-612,NA,subplot,B4I_2025_AL_1144_subplot_2,27,86,NA,15,53,NA,10,6,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,17,1144,IL23-612,NA,subplot,B4I_2025_AL_1144_subplot_3,29,85,NA,19,56,NA,13,3,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,16,1145,IL23-1547,NDP170350Y,plot,B4I_2025_AL_1145,28,77,28,15,54,15,9,3,2,119,115
B4I_2025_AL,2025,AL,1,1,4,16,1145,IL23-1547,NA,subplot,B4I_2025_AL_1145_subplot_1,25,80,NA,12,52,NA,16,3,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,16,1145,IL23-1547,NA,subplot,B4I_2025_AL_1145_subplot_2,27,78,NA,16,56,NA,10,2,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,16,1145,IL23-1547,NA,subplot,B4I_2025_AL_1145_subplot_3,28,77,NA,15,54,NA,9,3,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,15,1146,IL22-5365,NDP250186G,plot,B4I_2025_AL_1146,33,80,33,19,54,19,10,6,4,122,115
B4I_2025_AL,2025,AL,1,1,4,15,1146,IL22-5365,NA,subplot,B4I_2025_AL_1146_subplot_1,27,90,NA,21,62,NA,9,2,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,15,1146,IL22-5365,NA,subplot,B4I_2025_AL_1146_subplot_2,28,91,NA,22,60,NA,10,3,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,15,1146,IL22-5365,NA,subplot,B4I_2025_AL_1146_subplot_3,33,80,NA,19,54,NA,10,6,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,14,1147,IL23-1450,NDP250070Y,plot,B4I_2025_AL_1147,26,92,26,22,57,22,4,7,4,119,115
B4I_2025_AL,2025,AL,1,1,4,14,1147,IL23-1450,NA,subplot,B4I_2025_AL_1147_subplot_1,24,92,NA,17,55,NA,17,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,14,1147,IL23-1450,NA,subplot,B4I_2025_AL_1147_subplot_2,27,82,NA,19,50,NA,14,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,14,1147,IL23-1450,NA,subplot,B4I_2025_AL_1147_subplot_3,26,92,NA,22,57,NA,4,7,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,13,1148,IL23-1947,NDP250110G,plot,B4I_2025_AL_1148,24,86,24,17,46,17,15,2,4,122,115
B4I_2025_AL,2025,AL,1,1,4,13,1148,IL23-1947,NA,subplot,B4I_2025_AL_1148_subplot_1,27,82,NA,14,54,NA,14,6,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,13,1148,IL23-1947,NA,subplot,B4I_2025_AL_1148_subplot_2,27,85,NA,17,45,NA,10,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,13,1148,IL23-1947,NA,subplot,B4I_2025_AL_1148_subplot_3,24,86,NA,17,46,NA,15,2,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,12,1149,IL23-2554,NDP250180Y,plot,B4I_2025_AL_1149,27,70,27,21,48,21,15,1,3,128,119
B4I_2025_AL,2025,AL,1,1,4,12,1149,IL23-2554,NA,subplot,B4I_2025_AL_1149_subplot_1,29,72,NA,22,49,NA,4,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,12,1149,IL23-2554,NA,subplot,B4I_2025_AL_1149_subplot_2,25,74,NA,18,40,NA,9,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,12,1149,IL23-2554,NA,subplot,B4I_2025_AL_1149_subplot_3,27,70,NA,21,48,NA,15,1,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,11,1150,IL23-943,NDP150232Y,plot,B4I_2025_AL_1150,27,77,27,23,56,23,16,6,1,125,119
B4I_2025_AL,2025,AL,1,1,4,11,1150,IL23-943,NA,subplot,B4I_2025_AL_1150_subplot_1,28,76,NA,19,65,NA,11,6,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,11,1150,IL23-943,NA,subplot,B4I_2025_AL_1150_subplot_2,26,82,NA,21,60,NA,15,3,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,11,1150,IL23-943,NA,subplot,B4I_2025_AL_1150_subplot_3,27,77,NA,23,56,NA,16,6,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,10,1151,IL23-3572,NDP170183Y,plot,B4I_2025_AL_1151,26,74,26,21,56,21,19,5,9,125,119
B4I_2025_AL,2025,AL,1,1,4,10,1151,IL23-3572,NA,subplot,B4I_2025_AL_1151_subplot_1,24,70,NA,21,50,NA,17,3,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,10,1151,IL23-3572,NA,subplot,B4I_2025_AL_1151_subplot_2,25,73,NA,22,53,NA,12,5,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,10,1151,IL23-3572,NA,subplot,B4I_2025_AL_1151_subplot_3,26,74,NA,21,56,NA,19,5,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,9,1152,IL23-1115,NDP170012G,plot,B4I_2025_AL_1152,27,76,27,14,43,14,11,4,0,125,119
B4I_2025_AL,2025,AL,1,1,4,9,1152,IL23-1115,NA,subplot,B4I_2025_AL_1152_subplot_1,27,82,NA,17,47,NA,12,5,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,9,1152,IL23-1115,NA,subplot,B4I_2025_AL_1152_subplot_2,26,74,NA,21,46,NA,6,6,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,9,1152,IL23-1115,NA,subplot,B4I_2025_AL_1152_subplot_3,27,76,NA,14,43,NA,11,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,8,1153,IL21-4011,NDP150232Y,plot,B4I_2025_AL_1153,28,83,28,28,62,28,11,4,1,125,119
B4I_2025_AL,2025,AL,1,1,4,8,1153,IL21-4011,NA,subplot,B4I_2025_AL_1153_subplot_1,29,78,NA,17,62,NA,18,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,8,1153,IL21-4011,NA,subplot,B4I_2025_AL_1153_subplot_2,24,70,NA,21,60,NA,8,5,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,8,1153,IL21-4011,NA,subplot,B4I_2025_AL_1153_subplot_3,28,83,NA,28,62,NA,11,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,7,1154,IL20-615,NDP250060Y,plot,B4I_2025_AL_1154,30,77,30,19,53,19,11,2,2,119,115
B4I_2025_AL,2025,AL,1,1,4,7,1154,IL20-615,NA,subplot,B4I_2025_AL_1154_subplot_1,27,72,NA,14,60,NA,11,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,7,1154,IL20-615,NA,subplot,B4I_2025_AL_1154_subplot_2,28,72,NA,14,53,NA,10,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,7,1154,IL20-615,NA,subplot,B4I_2025_AL_1154_subplot_3,30,77,NA,19,53,NA,11,2,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,6,1155,IL23-959,NDP250073Y,plot,B4I_2025_AL_1155,27,70,27,15,46,15,14,2,0,125,119
B4I_2025_AL,2025,AL,1,1,4,6,1155,IL23-959,NA,subplot,B4I_2025_AL_1155_subplot_1,29,73,NA,21,49,NA,12,2,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,6,1155,IL23-959,NA,subplot,B4I_2025_AL_1155_subplot_2,27,74,NA,18,50,NA,12,3,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,6,1155,IL23-959,NA,subplot,B4I_2025_AL_1155_subplot_3,27,70,NA,15,46,NA,14,2,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,5,1156,IL23-943,NDP160034Y,plot,B4I_2025_AL_1156,28,82,28,22,45,22,11,4,1,125,119
B4I_2025_AL,2025,AL,1,1,4,5,1156,IL23-943,NA,subplot,B4I_2025_AL_1156_subplot_1,26,76,NA,18,46,NA,11,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,5,1156,IL23-943,NA,subplot,B4I_2025_AL_1156_subplot_2,25,74,NA,18,33,NA,18,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,5,1156,IL23-943,NA,subplot,B4I_2025_AL_1156_subplot_3,28,82,NA,22,45,NA,11,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,4,1157,IL22-5070,NDP150228Y,plot,B4I_2025_AL_1157,27,87,27,22,50,22,9,7,4,119,115
B4I_2025_AL,2025,AL,1,1,4,4,1157,IL22-5070,NA,subplot,B4I_2025_AL_1157_subplot_1,27,78,NA,25,49,NA,10,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,4,1157,IL22-5070,NA,subplot,B4I_2025_AL_1157_subplot_2,26,77,NA,23,58,NA,11,5,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,4,1157,IL22-5070,NA,subplot,B4I_2025_AL_1157_subplot_3,27,87,NA,22,50,NA,9,7,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,3,1158,IL22-3146,NDP170022G,plot,B4I_2025_AL_1158,30,79,30,14,34,14,10,3,3,122,115
B4I_2025_AL,2025,AL,1,1,4,3,1158,IL22-3146,NA,subplot,B4I_2025_AL_1158_subplot_1,30,84,NA,17,44,NA,10,5,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,3,1158,IL22-3146,NA,subplot,B4I_2025_AL_1158_subplot_2,28,80,NA,16,36,NA,8,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,3,1158,IL22-3146,NA,subplot,B4I_2025_AL_1158_subplot_3,30,79,NA,14,34,NA,10,3,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,2,1159,IL20-7841,NDP170031G,plot,B4I_2025_AL_1159,30,76,30,19,35,19,15,5,6,125,119
B4I_2025_AL,2025,AL,1,1,4,2,1159,IL20-7841,NA,subplot,B4I_2025_AL_1159_subplot_1,29,70,NA,22,44,NA,14,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,2,1159,IL20-7841,NA,subplot,B4I_2025_AL_1159_subplot_2,28,68,NA,20,36,NA,15,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,2,1159,IL20-7841,NA,subplot,B4I_2025_AL_1159_subplot_3,30,76,NA,19,35,NA,15,5,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,1,1160,IL23-2246,NDP140295G,plot,B4I_2025_AL_1160,25,68,25,17,43,17,8,6,7,125,119
B4I_2025_AL,2025,AL,1,1,4,1,1160,IL23-2246,NA,subplot,B4I_2025_AL_1160_subplot_1,24,67,NA,20,40,NA,11,4,NA,NA,NA
B4I_2025_AL,2025,AL,1,1,4,1,1160,IL23-2246,NA,subplot,B4I_2025_AL_1160_subplot_2,25,67,NA,20,40,NA,10,3,NA,NA,NA
