"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","intercropGermplasmDbId","intercropGermplasmName","germplasmEntryNumber","Grain weight - g|CO_350:0005123","Grain yield - g/m2|CO_350:0000260","Heading date - Julian day|CO_350:0000270","Lodging incidence - percent|CO_350:0000165","Lodging severity - 0-9 Rating|CO_350:0005007","Maturity date - Julian day|CO_350:0000271","Pea Flowering Date - 10% - Julian Day|CO_xxx:0003014","Pea Grain Weight - g|CO_xxx:0003006","Pea Grain Yield - g/m2|CO_xxx:0003008","Pea Maturity Date - Julian Day|CO_xxx:0003015","Pea Plant Establishment - plants/ft2|CO_xxx:0003011","Pea Plant Height - cm|timepoint 1|COMP:0000122","Pea Plant Height - cm|timepoint 2|COMP:0000123","Pea Plant Height - cm|timepoint 3|COMP:0000124","Plant establishment - plants/ft2|CO_350:0005124","Plant height - cm|timepoint 1|COMP:0000114","Plant height - cm|timepoint 2|COMP:0000115","Plant height - cm|timepoint 3|COMP:0000116","Test weight - g/L|CO_350:0000259","notes"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","507643","IL19-6920","19-6920","plot","754692","B4I_2025_IL_223","1","2","223","2","18","test","","733445","NDP170190Y","","1799.996391","352.249783","146","10","3","173","146","317.9993624","62.23079499","174","4","36","51","55.88","13","41","68","91.44","473.3748636","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704579","IL23-1225","IL23-1225","plot","754879","B4I_2025_IL_224","1","2","224","2","17","test","","733409","NDP250039Y","","1701.996588","333.0717392","148","5","5","174","153","263.9994707","51.66330151","180","3","36","45","55.88","15","38","62","81.28","454.8974061","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704988","IL23-1462","IL23-1462","plot","754772","B4I_2025_IL_225","1","2","225","2","16","test","","733443","NDP250141G","","1752.996485","343.0521498","147","5","2","175","151","351.9992943","68.88440201","175","9","32","45","50.8","19","38","60","81.28","464.5760743","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704544","IL23-4722","IL23-4722","plot","754742","B4I_2025_IL_226","1","1","226","2","15","test","","733494","NDP250030Y","","1875.996239","367.1225516","149","2","1","175","144","420.9991559","82.38731035","173","12","37","50","50.8","19","39","64","81.28","450.4980115","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704579","IL23-1225","IL23-1225","plot","754905","B4I_2025_IL_227","1","1","227","2","14","test","","733373","NDP121714R","","2100.995788","411.1537745","146","2","2","176","147","408.99918","80.03897847","175","7","26","39","45.72","23","39","61","76.2","446.9784958","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","543791","IL22-4548","","plot","754728","B4I_2025_IL_228","1","1","228","2","13","test","","733302","NDP250160Y","","1953.996082","382.3867089","145","2","6","170","143","344.9993083","67.51454174","173","5","31","41","50.8","16","40","76","86.36","459.2968008","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704564","IL23-3337","IL23-3337","plot","754906","B4I_2025_IL_229","1","1","229","2","12","test","","733290","NDP250029Y","","1941.996106","380.038377","147","0","0","174","146","452.9990918","88.64952872","175","7","34","49","66.04","17","39","68","81.28","458.4169218","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","543876","IL22-6264","","plot","754623","B4I_2025_IL_230","1","1","230","2","11","test","","733386","NDP250066Y","","2113.995762","413.6978007","146","5","3","173","147","434.9991278","85.12703089","178","8","43","59","76.2","17","48","71","86.36","468.975469","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704679","IL23-3842","IL23-3842","plot","754980","B4I_2025_IL_231","1","2","231","2","10","test","","733414","NDP170273Y","","2107.995774","412.5236347","146","20","6","172","149","496.9990035","97.26007897","175","12","39","54","60.96","20","42","71","91.44","441.6992222","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704959","IL23-3759","IL23-3759","plot","754614","B4I_2025_IL_232","1","2","232","2","9","test","","733461","NDP170001G","","2154.995679","421.721268","150","5","1","176","149","518.9989594","101.5653541","175","4","37","47","66.04","22","39","59","91.44","446.9784958","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","705004","IL23-1621","IL23-1621","plot","754954","B4I_2025_IL_233","1","2","233","2","8","test","","733485","NDP170182Y","","1983.996022","388.2575386","143","5","4","170","152","425.9991459","83.36578197","177","6","40","47","76.2","17","45","59","81.28","485.6931686","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704534","IL23-2843","IL23-2843","plot","754731","B4I_2025_IL_234","1","2","234","2","7","test","","733425","NDP120181Y","","2326.995334","455.3806917","151","2","4","177","153","347.9993023","68.10162471","174","8","32","52","50.8","24","39","60","86.36","435.5400697","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","544198","IL22-948","","plot","754820","B4I_2025_IL_235","1","2","235","2","6","test","","733380","NDP250103G","","2168.995651","424.4609885","149","10","5","175","150","170.9996572","33.46372938","177","9","30","53","71.12","25","43","70","86.36","490.0925633","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","514982","IL20-1037","HUN003 0401373, IL2020-1037,IL2020-1037","plot","754901","B4I_2025_IL_236","1","1","236","2","5","test","","733348","NDP170057G","","2165.995657","423.8739055","145","2","1","173","146","353.9992902","69.27579065","175","7","34","55","76.2","30","45","75","91.44","504.1706261","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704689","IL23-250","IL23-250","plot","754738","B4I_2025_IL_237","1","1","237","2","4","test","","733421","NDP250128Y","","2228.995531","436.2026479","148","5","3","174","151","239.9995188","46.96663773","175","16","41","58","55.88","20","44","70","81.28","465.4559533","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704705","IL23-621","IL23-621","plot","754886","B4I_2025_IL_238","1","1","238","2","3","test","","733323","NDP170177Y","","2368.99525","463.5998533","148","0","0","175","150","264.9994687","51.85899583","175","8","38","54","45.72","21","46","70","86.36","461.0565586","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704567","IL23-1431","IL23-1431","plot","754655","B4I_2025_IL_239","1","1","239","2","2","test","","733461","NDP170001G","","1981.996026","387.8661499","145","10","3","172","147","215.9995669","42.26997396","175","9","34","45","45.72","15","43","80","91.44","474.2547425","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704550","IL23-907","IL23-907","plot","754867","B4I_2025_IL_240","1","1","240","2","1","test","","733282","NDP250036Y","","2198.995591","430.3318182","151","2","3","176","153","283.9994306","55.57718798","178","9","34","43","60.96","17","39","64","96.52","458.4169218","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704925","IL23-3669","IL23-3669","plot","754714","B4I_2025_IL_301","1","1","301","3","1","test","","733374","NDP250116G","","2144.995699","419.7643247","147","10","7","173","147","261.9994747","51.27191286","173","12","33","54","60.96","16","43","78","91.44","495.3718368","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","544070","IL22-1256","","plot","754885","B4I_2025_IL_302","1","1","302","3","2","test","","733313","NDP170104Y","","2382.995222","466.3395738","146","2","5","173","144","406.999184","79.64758982","173","6","39","53","55.88","20","49","73","86.36","444.338859","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","543832","IL22-1939","","plot","754805","B4I_2025_IL_303","1","1","303","3","3","test","","733421","NDP250128Y","","2182.995623","427.200709","144","2","3","172","150","281.9994346","55.18579933","176","6","35","57","76.2","26","43","76","96.52","477.7742583","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704989","IL23-360","IL23-360","plot","754975","B4I_2025_IL_304","1","1","304","3","4","test","","733433","NDP250070Y","","2451.995084","479.8424822","153","2","1","177","147","440.9991158","86.30119683","175","7","37","60","55.88","26","43","67","81.28","420.5821279","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704921","IL23-3738","IL23-3738","plot","754667","B4I_2025_IL_305","1","1","305","3","5","test","","733461","NDP170001G","","2544.994897","498.0420543","149","2","3","176","147","419.9991579","82.19161603","175","3","35","49","76.2","27","44","70","86.36","448.7382536","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704951","IL23-1638","IL23-1638","plot","754647","B4I_2025_IL_306","1","2","306","3","6","test","","733373","NDP121714R","","2055.995878","402.3475299","142","2","1","167","147","428.9991399","83.95286495","175","7","27","43","55.88","26","37","72","86.36","473.3748636","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704783","IL23-763","IL23-763","plot","755003","B4I_2025_IL_307","1","2","307","3","7","test","","733360","NDP150338Y","","1952.996084","382.1910145","150","5","3","174","151","565.9988652","110.7629873","177","5","38","56","76.2","15","45","79","101.6","445.2187379","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","705036","IL23-2010","IL23-2010","plot","754613","B4I_2025_IL_308","1","2","308","3","8","test","","733326","NDP250081Y","","1963.996062","384.3436521","148","2","1","174","154","466.9990637","91.38924925","177","10","29","47","60.96","22","41","65","76.2","455.777285","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704851","IL23-1547","IL23-1547","plot","754896","B4I_2025_IL_309","1","2","309","3","9","test","","733417","NDP170350Y","","2274.995439","445.2045868","148","5","2","173","153","380.9992361","74.5595374","177","9","37","62","60.96","17","47","71","91.44","468.09559","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704826","IL23-4572","IL23-4572","plot","754640","B4I_2025_IL_310","1","2","310","3","10","test","","733362","NDP250139G","","2075.995838","406.2614164","145","5","3","173","146","484.9990276","94.91174708","176","3","37","51","60.96","19","43","60","81.28","500.6511104","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704485","IL23-1655","IL23-1655","plot","754994","B4I_2025_IL_311","1","1","311","3","11","test","","733358","NDP250151Y","","1976.996036","386.8876783","145","2","1","168","146","607.998781","118.9821489","175","8","35","55","60.96","10","42","73","81.28","467.2157111","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","544266","IL22-4714","","plot","754644","B4I_2025_IL_312","1","1","312","3","12","test","","733447","NDP250104G","","2145.995697","419.9600191","145","2","1","175","152","485.9990256","95.10744141","175","8","28","50","55.88","16","44","74","91.44","468.975469","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704634","IL23-1668","IL23-1668","plot","754942","B4I_2025_IL_313","1","1","313","3","13","test","","733466","NDP250158Y","","1585.99682","310.3711977","144","5","2","170","151","685.9986246","134.2463062","177","6","34","49","60.96","22","43","77","86.36","470.7352268","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","514616","IL20-5913","IL2020-5913","plot","754743","B4I_2025_IL_314","1","1","314","3","14","test","","733509","NDP250101Y","","2289.995409","448.1400017","147","2","1","175","154","282.9994326","55.38149366","177","6","28","54","60.96","27","44","75","91.44","472.4949847","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","544320","IL22-1423","","plot","754839","B4I_2025_IL_315","1","1","315","3","15","test","","733362","NDP250139G","","2159.995669","422.6997396","145","5","3","175","149","338.9993203","66.3403758","175","7","35","55","71.12","18","45","81","91.44","458.4169218","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704524","IL23-3823","IL23-3823","plot","754877","B4I_2025_IL_316","1","2","316","3","16","test","","733321","NDP250028Y","","2030.995928","397.4551718","148","5","1","175","150","658.9986787","128.9625594","175","7","29","47","66.04","18","42","72","96.52","434.6601908","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704504","IL23-1228","IL23-1228","plot","754722","B4I_2025_IL_317","1","2","317","3","17","test","","733476","NDP170133G","","1842.996305","360.6646389","148","30","7","174","149","369.9992582","72.40689984","175","7","30","51","71.12","13","39","68","86.36","451.3778904","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704837","IL23-1236","IL23-1236","plot","754900","B4I_2025_IL_318","1","2","318","3","18","test","","733329","ND VICTORY","","1785.996419","349.5100625","148","10","6","175","150","602.998791","118.0036773","176","6","30","59","71.12","22","41","74","86.36","440.8193433","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704982","IL23-4063","IL23-4063","plot","754826","B4I_2025_IL_319","1","2","319","3","19","test","","733330","NDP170056G","","2019.99595","395.3025342","149","5","2","175","146","451.9990938","88.45383439","175","11","33","52","60.96","28","40","63","91.44","429.3809172","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704469","IL23-2034","IL23-2034","plot","754754","B4I_2025_IL_320","1","2","320","3","20","test","","733350","NDP250154Y","","2300.995387","450.2926393","150","0","0","175","147","312.9993724","61.25232338","175","7","27","52","50.8","26","35","69","76.2","471.6151058","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704844","IL23-1806","IL23-1806","plot","754858","B4I_2025_IL_321","1","3","321","3","21","test","","733399","NDP250095Y","","2069.99585","405.0872504","149","2","1","175","147","280.9994366","54.99010501","174","2","32","70","60.96","21","35","40","86.36","440.8193433","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704768","IL23-4555","IL23-4555","plot","754745","B4I_2025_IL_322","1","3","322","3","22","test","","733497","NDP250042Y","","1894.996201","370.8407438","144","2","1","170","149","271.9994547","53.2288561","179","6","32","51","60.96","16","40","63","71.12","471.6151058","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","544368","IL22-251","","plot","754803","B4I_2025_IL_323","1","3","323","3","23","test","","733338","NDP170247Y","","2137.995713","418.3944645","149","5","2","173","149","272.9994526","53.42455042","175","9","34","53","60.96","15","42","66","81.28","445.2187379","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704582","IL23-1842","IL23-1842","plot","754650","B4I_2025_IL_324","1","3","324","3","24","test","","733510","NDP250051Y","","1994.996","390.4101761","149","0","0","176","150","274.9994486","53.81593907","175","5","31","45","60.96","24","37","62","81.28","449.6181325","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704779","IL23-810","IL23-810","plot","754888","B4I_2025_IL_325","1","3","325","3","25","test","","733374","NDP250116G","","2150.995687","420.9384907","152","10","3","175","151","216.9995649","42.46566828","175","5","33","49","63.5","17","42","71","86.36","451.3778904","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704720","IL23-3627","IL23-3627","plot","755008","B4I_2025_IL_326","1","4","326","3","26","test","","733328","NDP250138G","","1904.996181","372.797687","145","10","5","174","144","432.9991319","84.73564224","174","7","30","53","50.8","16","44","71","91.44","474.2547425","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704463","IL23-4554","IL23-4554","plot","754862","B4I_2025_IL_327","1","4","327","3","27","test","","733406","NDP250120G","","1417.997157","277.4945513","144","5","3","175","147","764.9984662","149.7061578","176","5","37","51","71.12","18","44","72","78.74","482.1736529","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","530900","IL21-4178","","plot","754982","B4I_2025_IL_328","1","4","328","3","28","test","","733499","NDP250161Y","","1986.996016","388.8446216","146","5","2","173","147","570.9988552","111.7414589","177","7","31","58","60.96","15","40","76","86.36","483.9334108","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704768","IL23-4555","IL23-4555","plot","754679","B4I_2025_IL_329","1","4","329","3","29","test","","733393","NDP250060Y","","1822.996345","356.7507524","144","0","0","172","153","430.9991359","84.34425359","179","5","35","52","60.96","16","42","70","76.2","471.6151058","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
