"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","germplasmEntryNumber","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Grain weight - g|CO_350:0005123","Grain yield - g/m2|CO_350:0000260","Heading date - Julian day|CO_350:0000270","Pea flowering date - Julian day|COMP:0000053","Pea grain weight - g|COMP:0000009","Pea grain yield - g/m2|COMP:0000049","Pea plant height - cm|COMP:0000010","Plant height - cm|CO_350:0000232","notes","SpringOatPeaIntercrop_2024_IL_AUSTRIAN FIELD PEAS","SpringOatPeaIntercrop_2024_IL_DS Admiral","SpringOatPeaIntercrop_2024_IL_Frostmaster Peas","SpringOatPeaIntercrop_2024_IL_Icicle Winter Peas","SpringOatPeaIntercrop_2024_IL_Maxum","SpringOatPeaIntercrop_2024_IL_ND Dawn","SpringOatPeaIntercrop_2024_IL_ND Victory","SpringOatPeaIntercrop_2024_IL_NDP140510Y","SpringOatPeaIntercrop_2024_IL_NDP150231Y","SpringOatPeaIntercrop_2024_IL_NDP150412G","SpringOatPeaIntercrop_2024_IL_Organic 4010","SpringOatPeaIntercrop_2024_IL_delta field pea"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","85417","REINS","IL06-5433,Reins","","plot","711462","SpringOatPeaIntercrop_2024_IL_145","1","3","145","3","6","test","","2019.5","449.16","148","144","814.3","127.58441912634","91.44","96.52","NA (Operator: pthyde123, Time: )","","","","","","","","1","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","85417","REINS","IL06-5433,Reins","","plot","711405","SpringOatPeaIntercrop_2024_IL_146","1","3","146","3","5","test","","3075.35376","481.85","148","","","","","101.6","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","98469","COLT","2015,Colt,Colt (RPB 50-75),GBR005 02015,GBR011 2015,POL003 50434,RPB 5075,SD020883-29","","plot","711413","SpringOatPeaIntercrop_2024_IL_147","1","3","147","3","4","test","","1758.9","383.77","148","146","675.8","105.884256963749","101.6","106.68","lodging45%-5 (Operator: pthyde123, Time: )","","","","","","","","","","","1",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","98469","COLT","2015,Colt,Colt (RPB 50-75),GBR005 02015,GBR011 2015,POL003 50434,RPB 5075,SD020883-29","","plot","711447","SpringOatPeaIntercrop_2024_IL_148","1","3","148","3","3","test","","2426.7172","380.22","148","","","","","111.76","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","201461","WI_X10710-7","WI X10710-7,WIX10710-7,X10710-7","","plot","711511","SpringOatPeaIntercrop_2024_IL_149","1","3","149","3","2","test","","1929.1","399.41","156","143","597.5","93.6162230480021","71.12","101.6","NA (Operator: pthyde123, Time: )","","","","","","","","","","1","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","85417","REINS","IL06-5433,Reins","","plot","711496","SpringOatPeaIntercrop_2024_IL_15","1","1","15","8","15","test","","2087.7","412.91","148","143","529.3","82.930655831477","71.12","91.44","good-bettersync (Operator: pthyde123, Time: )","","","","","","","","","","1","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","201461","WI_X10710-7","WI X10710-7,WIX10710-7,X10710-7","","plot","711521","SpringOatPeaIntercrop_2024_IL_150","1","3","150","3","1","test","","2304.24736","361.03","156","","","","","96.52","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","88062","CORRAL","Corral,CV-378,IL00-7267,IL007267","","plot","711380","SpringOatPeaIntercrop_2024_IL_151","1","4","151","2","1","test","","2738.2","469.77","149","143","252","39.4833275449314","76.2","101.6","NA (Operator: pthyde123, Time: )","","","","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","88062","CORRAL","Corral,CV-378,IL00-7267,IL007267","","plot","711398","SpringOatPeaIntercrop_2024_IL_152","1","4","152","2","2","test","","3016.3868","472.61","151","","","","","111.76","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","531128","OT3120","","","plot","711523","SpringOatPeaIntercrop_2024_IL_153","1","4","153","2","3","test","","2221.1","451.29","154","148","596.7","93.4908791510341","101.6","111.76","NA (Operator: pthyde123, Time: )","","","","","","","1","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","531128","OT3120","","","plot","711426","SpringOatPeaIntercrop_2024_IL_154","1","4","154","2","4","test","","2961.95576","464.08","154","","","","","111.76","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","97970","ESKER","Esker,WI X8179-2,WIX8179-2","","plot","711487","SpringOatPeaIntercrop_2024_IL_155","1","4","155","2","5","test","","2623.7","506.01","150","143","588.6","92.2217721942327","81.28","111.76","NA (Operator: pthyde123, Time: )","","","","","","1","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","97970","ESKER","Esker,WI X8179-2,WIX8179-2","","plot","711549","SpringOatPeaIntercrop_2024_IL_156","1","4","156","2","6","test","","3206.89544","502.46","149","","","","","121.92","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","97779","OGLE","03C0700697,IL 73-2664,IL73-2664,Illinois 73-2664,Ogle,OGLE (ck),RL 1475,TLVA5829,TLVA5908,W87678","","plot","711546","SpringOatPeaIntercrop_2024_IL_157","1","4","157","2","7","test","","2642.9","432.1","151","158","101.2","15.8560029664566","116.84","116.84","NA (Operator: pthyde123, Time: )","","","","1","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","97779","OGLE","03C0700697,IL 73-2664,IL73-2664,Illinois 73-2664,Ogle,OGLE (ck),RL 1475,TLVA5829,TLVA5908,W87678","","plot","711506","SpringOatPeaIntercrop_2024_IL_158","1","4","158","2","8","test","","2562.7948","401.54","151","","","","","116.84","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","97939","SABER","CV-377,IL02-8658","","plot","711441","SpringOatPeaIntercrop_2024_IL_159","1","4","159","2","9","test","","1796.5","413.62","148","145","814","127.537415164977","101.6","106.68","lodging35%-6 (Operator: pthyde123, Time: )","","","","","","","","","","","1",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","85417","REINS","IL06-5433,Reins","","plot","711560","SpringOatPeaIntercrop_2024_IL_16","1","1","16","8","16","test","","2844.02184","445.6","148","","","","","96.52","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","97939","SABER","CV-377,IL02-8658","","plot","711397","SpringOatPeaIntercrop_2024_IL_160","1","4","160","2","10","test","","2875.77328","450.58","149","","","","","116.84","lodged (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","510809","SD181377","SD181377","","plot","711554","SpringOatPeaIntercrop_2024_IL_161","1","4","161","2","11","test","","2839.48592","444.89","149","","","","","116.84","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","510809","SD181377","SD181377","","plot","711520","SpringOatPeaIntercrop_2024_IL_162","1","4","162","2","12","test","","2410.5","434.23","150","145","347.2","54.3992512841277","71.12","116.84","NA (Operator: pthyde123, Time: )","","","","","","","","","1","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","98469","COLT","2015,Colt,Colt (RPB 50-75),GBR005 02015,GBR011 2015,POL003 50434,RPB 5075,SD020883-29","","plot","711404","SpringOatPeaIntercrop_2024_IL_163","1","4","163","2","13","test","","1940","392.3","148","148","553.7","86.7536446890021","96.52","111.76","NA (Operator: pthyde123, Time: )","","","","","","","1","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","98469","COLT","2015,Colt,Colt (RPB 50-75),GBR005 02015,GBR011 2015,POL003 50434,RPB 5075,SD020883-29","","plot","711500","SpringOatPeaIntercrop_2024_IL_164","1","4","164","2","14","test","","2834.95","444.18","148","","","","","116.84","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","201461","WI_X10710-7","WI X10710-7,WIX10710-7,X10710-7","","plot","711418","SpringOatPeaIntercrop_2024_IL_165","1","4","165","2","15","test","","1485.7","322.65","156","149","545.4","85.4532017579587","86.36","96.52","lodging10%-5 (Operator: pthyde123, Time: )","","","1","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","201461","WI_X10710-7","WI X10710-7,WIX10710-7,X10710-7","","plot","711378","SpringOatPeaIntercrop_2024_IL_166","1","4","166","2","16","test","","1923.23008","301.33","156","","","","","96.52","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","101253","GOLIATH","Goliath","","plot","711369","SpringOatPeaIntercrop_2024_IL_167","1","4","167","2","17","test","","2644.44136","414.33","157","","","","","142.24","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","101253","GOLIATH","Goliath","","plot","711428","SpringOatPeaIntercrop_2024_IL_168","1","4","168","2","18","test","","2090.4","375.95","157","146","289.1","45.2961507668241","96.52","137.16","lodging15%-8 (Operator: pthyde123, Time: )","","","","","","","","","","","1",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","99318","DEON","","","plot","711465","SpringOatPeaIntercrop_2024_IL_169","1","4","169","2","19","test","","2730.62384","427.83","154","","","","","121.92","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","102429","GOPHER","03C0700851,AA 568,BGR8099,CAP 0038,C.I. No. 2027,Copher,Favorit,GOPH,Gopher,GOPHER (ck),Gopher Oats,Minnesota No. 674,Mn 674,RL 158,RL 1793,RL 834,RL No. 158","","plot","711540","SpringOatPeaIntercrop_2024_IL_17","1","1","17","8","17","test","","1753.2","326.21","153","148","301.8","47.2859851311917","71.12","101.6","NA (Operator: pthyde123, Time: )","","","","","","","1","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","99318","DEON","","","plot","711429","SpringOatPeaIntercrop_2024_IL_170","1","4","170","2","20","test","","2347.3","429.26","154","150","372","58.2849120901369","111.76","111.76","NA (Operator: pthyde123, Time: )","1","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","499632","A11","A11","","plot","711469","SpringOatPeaIntercrop_2024_IL_171","1","4","171","2","21","test","","2503.8","422.86","152","158","148.6","23.2826288618127","91.44","96.52","NA (Operator: pthyde123, Time: )","","","","1","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","499632","A11","A11","","plot","711502","SpringOatPeaIntercrop_2024_IL_172","1","4","172","2","22","test","","2676.1928","419.31","152","","","","","96.52","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","202018","IL17-1253","17-1253","","plot","711434","SpringOatPeaIntercrop_2024_IL_173","1","4","173","2","23","test","","3175.144","497.48","150","","","","","101.6","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","202018","IL17-1253","17-1253","","plot","711515","SpringOatPeaIntercrop_2024_IL_174","1","4","174","2","24","test","","2636.7","498.9","150","144","542.6","85.0144981185706","81.28","101.6","NA (Operator: pthyde123, Time: )","","","","","","","","1","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","531140","SD190850","","","plot","711410","SpringOatPeaIntercrop_2024_IL_175","1","4","175","2","25","test","","2127.6","405.8","148","149","452.9","70.9603136710295","111.76","121.92","NA (Operator: pthyde123, Time: )","1","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","531140","SD190850","","","plot","711439","SpringOatPeaIntercrop_2024_IL_176","1","4","176","1","25","test","","2780.51896","435.65","148","","","","","127","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","531141","SD190992","","","plot","711461","SpringOatPeaIntercrop_2024_IL_177","1","4","177","1","24","test","","3011.85088","471.9","153","","","","","116.84","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","531141","SD190992","","","plot","711400","SpringOatPeaIntercrop_2024_IL_178","1","4","178","1","23","test","","3158.7","536.57","153","143","240.7","37.7128450002579","76.2","111.76","NA (Operator: pthyde123, Time: )","","","","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","499633","A25","A25","","plot","711550","SpringOatPeaIntercrop_2024_IL_179","1","4","179","1","22","test","","2490.22008","390.17","144","","","","","116.84","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","102429","GOPHER","03C0700851,AA 568,BGR8099,CAP 0038,C.I. No. 2027,Copher,Favorit,GOPH,Gopher,GOPHER (ck),Gopher Oats,Minnesota No. 674,Mn 674,RL 158,RL 1793,RL 834,RL No. 158","","plot","711510","SpringOatPeaIntercrop_2024_IL_18","1","1","18","8","18","test","","2100.13096","329.05","152","","","","","121.92","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","499633","A25","A25","","plot","711505","SpringOatPeaIntercrop_2024_IL_180","1","4","180","1","21","test","","1788.8","378.09","144","143","588.7","92.2374401813537","76.2","111.76","NA (Operator: pthyde123, Time: )","","","","","","","","","","1","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","510811","ND170307","ND170307","","plot","711443","SpringOatPeaIntercrop_2024_IL_181","1","4","181","1","20","test","","2299.71144","360.32","158","","","","","116.84","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","510811","ND170307","ND170307","","plot","711431","SpringOatPeaIntercrop_2024_IL_182","1","4","182","1","19","test","","2059.5","408.65","158","143","501.5","78.5749554118377","81.28","116.84","NA (Operator: pthyde123, Time: )","","","","","","","","1","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","510817","OT2130","OT2130","","plot","711508","SpringOatPeaIntercrop_2024_IL_183","1","4","183","1","18","test","","2430.6","454.84","158","143","386.2","60.5097662613195","71.12","111.76","NA (Operator: pthyde123, Time: )","","","","","","1","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","510817","OT2130","OT2130","","plot","711395","SpringOatPeaIntercrop_2024_IL_184","1","4","184","1","17","test","","2508.36376","393.01","158","","","","","111.76","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","510798","SD181237","SD181237","","plot","711532","SpringOatPeaIntercrop_2024_IL_185","1","4","185","1","16","test","","2553.9","469.77","155","144","417","65.3355062945889","71.12","132.08","NA (Operator: pthyde123, Time: )","","","","","","1","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","510798","SD181237","SD181237","","plot","711468","SpringOatPeaIntercrop_2024_IL_186","1","4","186","1","15","test","","2603.61808","407.94","155","","","","","137.16","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","510819","MN18038X_008","MN-18038X-008,MN18038X-008,MN18038X008","","plot","711481","SpringOatPeaIntercrop_2024_IL_187","1","4","187","1","14","test","","2998.24312","469.77","157","","","","","121.92","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","510819","MN18038X_008","MN-18038X-008,MN18038X-008,MN18038X008","","plot","711518","SpringOatPeaIntercrop_2024_IL_188","1","4","188","1","13","test","","2605.1","458.39","157","143","289.8","45.4058266766711","71.12","116.84","NA (Operator: pthyde123, Time: )","","","","","","","","","","1","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","87218","SPURS","IL 95-1241,IL95-1241,IL951241,Spurs","","plot","711376","SpringOatPeaIntercrop_2024_IL_189","1","4","189","1","12","test","","2730.62384","427.83","149","","","","","101.6","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","510798","SD181237","SD181237","","plot","711446","SpringOatPeaIntercrop_2024_IL_19","1","1","19","8","19","test","","2382.2","436.36","155","145","380.5","59.6166909954222","60.96","137.16","NA (Operator: pthyde123, Time: )","","","","","","","","","","1","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","87218","SPURS","IL 95-1241,IL95-1241,IL951241,Spurs","","plot","711394","SpringOatPeaIntercrop_2024_IL_190","1","4","190","1","11","test","","2256.6","418.6","149","151","406.2","63.6433636855204","106.68","111.76","NA (Operator: pthyde123, Time: )","1","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","201413","WI_X10642-3","WI X10642-3,WI-X10642-3,WIX10642-3,X10642-3","","plot","711552","SpringOatPeaIntercrop_2024_IL_191","1","4","191","1","10","test","","2587.3","462.66","152","148","357.4","55.9973859704702","71.12","111.76","NA (Operator: pthyde123, Time: )","","","","","","","","","1","","",""
