"","studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","germplasmEntryNumber","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Biomass_1_oat_g","Biomass_2_oat_g","Biomass_3_oat_g","Biomass_4_oat_g","Grain weight - g|CO_350:0005123","oat_grain_yield","Lodging","Biomass_1_pea_g","Biomass_2_pea_g","Biomass_3_pea_g","Biomass_4_pea_g","Pea grain weight - g|COMP:0000009","pea_grain_yield","Pea plant establishment - plants/ft2|COMP:0000052","Pea plant height - cm|day 151|COMP:0000087","Pea plant height - cm|day 176|COMP:0000088","Pea plant height - cm|day 196|COMP:0000089","Pea plant height - cm|day 214|COMP:0000090","Plant establishment - plants/ft2|CO_350:0005124","Plant height - cm|day 151|COMP:0000075","Plant height - cm|day 176|COMP:0000076","Plant height - cm|day 196|COMP:0000077","Plant height - cm|day 214|COMP:0000078","Biomass_1_weed_g","Biomass_2_weed_g","Biomass_3_weed_g","Biomass_4_weed_g","notes","AUSTRIAN FIELD PEAS","DS Admiral","Frostmaster Peas","Icicle Winter Peas","Maxum","ND Dawn","ND Victory","NDP140510Y","NDP150231Y","NDP150412G","Organic 4010","delta field pea","peaName","pea_type"
"349",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",531141,"SD190992",NA,NA,"subplot",714171,"SpringOatPeaIntercrop_2024_NY_179_subplot_2",1,4,179,8,12,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,17,33,91,107,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"350",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",531141,"SD190992",NA,NA,"subplot",714173,"SpringOatPeaIntercrop_2024_NY_179_subplot_3",1,4,179,8,12,"test",NA,NA,NA,NA,254.4,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,11,20,86,110,120,NA,NA,NA,243.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"351",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",98469,"COLT","2015,Colt,Colt (RPB 50-75),GBR005 02015,GBR011 2015,POL003 50434,RPB 5075,SD020883-29",NA,"subplot",714341,"SpringOatPeaIntercrop_2024_NY_17_subplot_1",1,1,17,2,4,"test",NA,NA,361.2,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,9,20,54,58,76,54,30,103,100,108,NA,55.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NDP150231Y",NA,NA,NA,"NDP150231Y","field"
"352",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",98469,"COLT","2015,Colt,Colt (RPB 50-75),GBR005 02015,GBR011 2015,POL003 50434,RPB 5075,SD020883-29",NA,"subplot",714343,"SpringOatPeaIntercrop_2024_NY_17_subplot_2",1,1,17,2,4,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,18,76,33,89,53,26,97,103,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NDP150231Y",NA,NA,NA,"NDP150231Y","field"
"353",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",98469,"COLT","2015,Colt,Colt (RPB 50-75),GBR005 02015,GBR011 2015,POL003 50434,RPB 5075,SD020883-29",NA,"subplot",714345,"SpringOatPeaIntercrop_2024_NY_17_subplot_3",1,1,17,2,4,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8,NA,NA,8,14,72,70,74,28,22,95,98,102,NA,NA,NA,161.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NDP150231Y",NA,NA,NA,"NDP150231Y","field"
"354",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",98469,"COLT","2015,Colt,Colt (RPB 50-75),GBR005 02015,GBR011 2015,POL003 50434,RPB 5075,SD020883-29",NA,"plot",711185,"SpringOatPeaIntercrop_2024_NY_18",1,1,18,2,3,"test",NA,NA,NA,NA,NA,32,11,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"355",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",531141,"SD190992",NA,NA,"plot",711358,"SpringOatPeaIntercrop_2024_NY_180",1,4,180,8,11,"test",NA,NA,NA,NA,NA,206,88,6,NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frostmaster Peas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frostmaster Peas","forage"
"356",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",531141,"SD190992",NA,NA,"subplot",714425,"SpringOatPeaIntercrop_2024_NY_180_subplot_1",1,4,180,8,11,"test",NA,22.6,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,2,8,57,55,64,9,24,90,109,109,18.7,NA,NA,NA,NA,NA,NA,"Frostmaster Peas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frostmaster Peas","forage"
"357",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",531141,"SD190992",NA,NA,"subplot",714427,"SpringOatPeaIntercrop_2024_NY_180_subplot_2",1,4,180,8,11,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,17,56,45,57,26,31,88,107,107,NA,NA,NA,NA,NA,NA,NA,"Frostmaster Peas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frostmaster Peas","forage"
"358",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",531141,"SD190992",NA,NA,"subplot",714429,"SpringOatPeaIntercrop_2024_NY_180_subplot_3",1,4,180,8,11,"test",NA,NA,NA,NA,388.2,NA,NA,NA,NA,NA,NA,35.9,NA,NA,10,19,62,58,77,16,26,84,100,103,NA,NA,NA,80.1,NA,NA,NA,"Frostmaster Peas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frostmaster Peas","forage"
"359",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",98592,"BAKER","Baker,IA97105-3",NA,"plot",711193,"SpringOatPeaIntercrop_2024_NY_181",1,4,181,9,11,"test",NA,NA,NA,NA,NA,149,60,7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"360",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",98592,"BAKER","Baker,IA97105-3",NA,"subplot",713698,"SpringOatPeaIntercrop_2024_NY_181_subplot_1",1,4,181,9,11,"test",NA,22.1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,13,22,90,100,95,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"361",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",98592,"BAKER","Baker,IA97105-3",NA,"subplot",713700,"SpringOatPeaIntercrop_2024_NY_181_subplot_2",1,4,181,9,11,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,25,27,94,107,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"362",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",98592,"BAKER","Baker,IA97105-3",NA,"subplot",713702,"SpringOatPeaIntercrop_2024_NY_181_subplot_3",1,4,181,9,11,"test",NA,NA,NA,NA,339.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,22,30,89,97,99,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"363",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",98592,"BAKER","Baker,IA97105-3",NA,"plot",711180,"SpringOatPeaIntercrop_2024_NY_182",1,4,182,9,12,"test",NA,NA,NA,NA,NA,98,37,9,NA,NA,NA,NA,21,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Icicle Winter Peas",NA,NA,NA,NA,NA,NA,NA,NA,"Icicle Winter Peas","forage"
"364",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",98592,"BAKER","Baker,IA97105-3",NA,"subplot",713515,"SpringOatPeaIntercrop_2024_NY_182_subplot_1",1,4,182,9,12,"test",NA,47.8,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,3,11,48,53,54,28,32,95,103,96,10.6,NA,NA,NA,NA,NA,NA,NA,"Icicle Winter Peas",NA,NA,NA,NA,NA,NA,NA,NA,"Icicle Winter Peas","forage"
"365",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",98592,"BAKER","Baker,IA97105-3",NA,"subplot",713517,"SpringOatPeaIntercrop_2024_NY_182_subplot_2",1,4,182,9,12,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,14,55,49,0,27,32,94,96,102,NA,NA,NA,NA,NA,NA,NA,NA,"Icicle Winter Peas",NA,NA,NA,NA,NA,NA,NA,NA,"Icicle Winter Peas","forage"
"366",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",98592,"BAKER","Baker,IA97105-3",NA,"subplot",713519,"SpringOatPeaIntercrop_2024_NY_182_subplot_3",1,4,182,9,12,"test",NA,NA,NA,NA,308.4,NA,NA,NA,NA,NA,NA,6.2,NA,NA,1,6,62,85,0,18,29,90,97,95,NA,NA,NA,107.2,NA,NA,NA,NA,"Icicle Winter Peas",NA,NA,NA,NA,NA,NA,NA,NA,"Icicle Winter Peas","forage"
"367",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",87885,"HAYDEN",NA,NA,"plot",711351,"SpringOatPeaIntercrop_2024_NY_183",1,4,183,9,13,"test",NA,NA,NA,NA,NA,203,84,9,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"delta field pea","delta field pea","field"
"368",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",87885,"HAYDEN",NA,NA,"subplot",714490,"SpringOatPeaIntercrop_2024_NY_183_subplot_1",1,4,183,9,13,"test",NA,NA,178.8,NA,NA,NA,NA,NA,NA,34.8,NA,NA,NA,NA,6,15,62,56,29,22,30,82,125,118,NA,56.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"delta field pea","delta field pea","field"
"369",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",87885,"HAYDEN",NA,NA,"subplot",714492,"SpringOatPeaIntercrop_2024_NY_183_subplot_2",1,4,183,9,13,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,13,49,0,0,21,31,101,114,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"delta field pea","delta field pea","field"
"370",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",87885,"HAYDEN",NA,NA,"subplot",714494,"SpringOatPeaIntercrop_2024_NY_183_subplot_3",1,4,183,9,13,"test",NA,NA,NA,NA,471.5,NA,NA,NA,NA,NA,NA,9,NA,NA,5,15,54,28,50,27,30,96,110,112,NA,NA,NA,32.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"delta field pea","delta field pea","field"
"371",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",87885,"HAYDEN",NA,NA,"plot",711262,"SpringOatPeaIntercrop_2024_NY_184",1,4,184,9,14,"test",NA,NA,NA,NA,NA,255,115,8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"372",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",87885,"HAYDEN",NA,NA,"subplot",713990,"SpringOatPeaIntercrop_2024_NY_184_subplot_1",1,4,184,9,14,"test",NA,NA,267.2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,25,28,93,108,116,NA,54.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"373",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",87885,"HAYDEN",NA,NA,"subplot",713992,"SpringOatPeaIntercrop_2024_NY_184_subplot_2",1,4,184,9,14,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,23,28,94,107,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"374",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",87885,"HAYDEN",NA,NA,"subplot",713994,"SpringOatPeaIntercrop_2024_NY_184_subplot_3",1,4,184,9,14,"test",NA,NA,NA,NA,395.7,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,15,21,90,114,117,NA,NA,NA,127.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"375",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",202106,"IL17-5238","17-5238",NA,"plot",711294,"SpringOatPeaIntercrop_2024_NY_185",1,4,185,9,15,"test",NA,NA,NA,NA,NA,193,76,4,NA,NA,NA,NA,18,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND Victory",NA,NA,NA,NA,NA,"ND Victory","field"
"376",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",202106,"IL17-5238","17-5238",NA,"subplot",714038,"SpringOatPeaIntercrop_2024_NY_185_subplot_1",1,4,185,9,15,"test",NA,NA,174.5,NA,NA,NA,NA,NA,NA,26.9,NA,NA,NA,NA,0,15,68,39,66,12,27,86,97,114,NA,34.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND Victory",NA,NA,NA,NA,NA,"ND Victory","field"
"377",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",202106,"IL17-5238","17-5238",NA,"subplot",714039,"SpringOatPeaIntercrop_2024_NY_185_subplot_2",1,4,185,9,15,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,17,62,70,78,25,31,95,94,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND Victory",NA,NA,NA,NA,NA,"ND Victory","field"
"378",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",202106,"IL17-5238","17-5238",NA,"subplot",714040,"SpringOatPeaIntercrop_2024_NY_185_subplot_3",1,4,185,9,15,"test",NA,NA,NA,NA,244.7,NA,NA,NA,NA,NA,NA,74.6,NA,NA,13,16,67,84,87,28,29,94,97,102,NA,NA,NA,63.3,NA,NA,NA,NA,NA,NA,NA,"ND Victory",NA,NA,NA,NA,NA,"ND Victory","field"
"379",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",202106,"IL17-5238","17-5238",NA,"plot",711328,"SpringOatPeaIntercrop_2024_NY_186",1,4,186,9,16,"test",NA,NA,NA,NA,NA,200,70,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"380",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",202106,"IL17-5238","17-5238",NA,"subplot",714390,"SpringOatPeaIntercrop_2024_NY_186_subplot_1",1,4,186,9,16,"test",NA,NA,217.8,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,0,0,0,0,0,9,24,79,85,87,NA,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"381",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",202106,"IL17-5238","17-5238",NA,"subplot",714392,"SpringOatPeaIntercrop_2024_NY_186_subplot_2",1,4,186,9,16,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,25,31,97,84,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"382",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",202106,"IL17-5238","17-5238",NA,"subplot",714394,"SpringOatPeaIntercrop_2024_NY_186_subplot_3",1,4,186,9,16,"test",NA,NA,NA,NA,245.9,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,18,32,88,91,100,NA,NA,NA,118.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"383",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510800,"SD170935","SD170935",NA,"plot",711337,"SpringOatPeaIntercrop_2024_NY_187",1,4,187,9,17,"test",NA,NA,NA,NA,NA,235,80,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"384",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510800,"SD170935","SD170935",NA,"subplot",714305,"SpringOatPeaIntercrop_2024_NY_187_subplot_1",1,4,187,9,17,"test",NA,NA,NA,NA,301.9,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,10,30,91,125,122,NA,NA,NA,98.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"385",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510800,"SD170935","SD170935",NA,"subplot",714307,"SpringOatPeaIntercrop_2024_NY_187_subplot_2",1,4,187,9,17,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,23,29,98,128,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"386",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510800,"SD170935","SD170935",NA,"subplot",714309,"SpringOatPeaIntercrop_2024_NY_187_subplot_3",1,4,187,9,17,"test",NA,31,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,25,32,87,124,125,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"387",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510800,"SD170935","SD170935",NA,"plot",711282,"SpringOatPeaIntercrop_2024_NY_188",1,4,188,9,18,"test",NA,NA,NA,NA,NA,273,105,2,NA,NA,NA,NA,34,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"delta field pea","delta field pea","field"
