"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","intercropGermplasmDbId","intercropGermplasmName","germplasmEntryNumber","Crown rust severity (flag leaf) - percent|CO_350:0005029","Crown rust severity (flag leaf) - percent|day 153|COMP:0000162","Crown rust severity (flag leaf) - percent|day 161|COMP:0000163","Grain moisture content - percent|CO_350:0000536","Grain weight - g|CO_350:0005123","Grain yield - g/m2|CO_350:0000260","Heading date - Julian day|CO_350:0000270","Lodging severity - 0-9 Rating|CO_350:0005007","Maturity date - Julian day|CO_350:0000271","Pea Flowering Date - 10% - Julian Day|CO_xxx:0003014","Pea Grain Moisture Content - %|CO_xxx:0003018","Pea Grain Weight - g|CO_xxx:0003006","Pea Grain Yield - g/m2|CO_xxx:0003008","Pea Maturity Date - Julian Day|CO_xxx:0003015","Pea Plant Establishment - plants/ft2|CO_xxx:0003011","Pea Plant Height - cm|timepoint 1|COMP:0000122","Pea Plant Height - cm|timepoint 2|COMP:0000123","Pea Plant Height - cm|timepoint 3|COMP:0000124","Pea Plant Height - cm|timepoint 4|COMP:0000125","Pea Test Weight - g/L|CO_xxx:0003016","Pea Thousand Grain Weight - g|CO_xxx:0003017","Plant establishment - plants/ft2|CO_350:0005124","Plant height - cm|timepoint 1|COMP:0000114","Plant height - cm|timepoint 2|COMP:0000115","Plant height - cm|timepoint 3|COMP:0000116","Plant height - cm|timepoint 4|COMP:0000117","Test weight - g/L|CO_350:0000259","Thousand grain weight - g|CO_350:0000251","notes"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","544078","IL22-4235","","plot","734755","B4I_2025_NY_5115","1","5","5115","5","15","test","","733355","NDP250188G","","0","1","0","8.59025656641803","612.68","127.3101299","171","0","205","178","","105.3","21.88051948","207","","","","","","918.09089991","","","","","","","512.897811260788","29",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","544078","IL22-4235","","subplot","736929","B4I_2025_NY_5115_subplot_1","1","5","5115","5","15","test","","","","","","","","","","","","","","","","","","","1","14","48","50","44","","","10","24","76","105","94","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","544078","IL22-4235","","subplot","736930","B4I_2025_NY_5115_subplot_2","1","5","5115","5","15","test","","","","","","","","","","","","","","","","","","","4","16","52","65","38","","","13","27","84","105","98","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","544078","IL22-4235","","subplot","736931","B4I_2025_NY_5115_subplot_3","1","5","5115","5","15","test","","","","","","","","","","","","","","","","","","","9","16","54","67","43","","","14","25","76","110","98","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704861","IL23-1037","IL23-1037","plot","734827","B4I_2025_NY_5116","1","5","5116","5","16","test","","733411","NDP250113G","","100","10","100","8.45312718453872","709.1","155.4191781","170","6","203","174","9.14877220324894","314.7","68.97534247","203","","","","","","1003.26912764141","189.6","","","","","","443.818066199449","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704861","IL23-1037","IL23-1037","subplot","737412","B4I_2025_NY_5116_subplot_1","1","5","5116","5","16","test","","","","","","","","","","","","","","","","","","","7","16","64","87","54","","","11","25","70","97","65","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704861","IL23-1037","IL23-1037","subplot","737413","B4I_2025_NY_5116_subplot_2","1","5","5116","5","16","test","","","","","","","","","","","","","","","","","","","7","17","65","84","81","","","21","26","71","102","81","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704861","IL23-1037","IL23-1037","subplot","737414","B4I_2025_NY_5116_subplot_3","1","5","5116","5","16","test","","","","","","","","","","","","","","","","","","","2","18","63","82","79","","","16","24","69","93","91","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","544560","IL22-3262","","plot","735013","B4I_2025_NY_5117","1","5","5117","5","17","test","","733454","NDP150412G","","60","10","60","8.8432609877807","778.3","159.6512821","169","1","197","175","","91.7","18.81025641","199","","","","","","","","","","","","","468.506765390181","25.4",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","544560","IL22-3262","","subplot","736857","B4I_2025_NY_5117_subplot_1","1","5","5117","5","17","test","","","","","","","","","","","","","","","","","","","5","12","48","57","40","","","14","28","77","86","81","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","544560","IL22-3262","","subplot","736858","B4I_2025_NY_5117_subplot_2","1","5","5117","5","17","test","","","","","","","","","","","","","","","","","","","6","23","49","60","59","","","14","27","63","84","78","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","544560","IL22-3262","","subplot","736859","B4I_2025_NY_5117_subplot_3","1","5","5117","5","17","test","","","","","","","","","","","","","","","","","","","7","16","48","51","48","","","15","31","65","87","77","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704670","IL23-524","IL23-524","plot","734985","B4I_2025_NY_5118","1","5","5118","5","18","test","","733396","NDP170111G","","60","5","60","8.76346255379771","761.1","162.368","173","1","199","172","","117.2","25.00266667","198","","","","","","923.27271804","","","","","","","500.325323245245","20.2",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704670","IL23-524","IL23-524","subplot","736713","B4I_2025_NY_5118_subplot_1","1","5","5118","5","18","test","","","","","","","","","","","","","","","","","","","12","16","65","62","61","","","23","27","61","95","90","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704670","IL23-524","IL23-524","subplot","736714","B4I_2025_NY_5118_subplot_2","1","5","5118","5","18","test","","","","","","","","","","","","","","","","","","","12","16","60","62","62","","","18","25","74","92","88","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704670","IL23-524","IL23-524","subplot","736715","B4I_2025_NY_5118_subplot_3","1","5","5118","5","18","test","","","","","","","","","","","","","","","","","","","5","6","43","42","59","","","9","19","55","84","82","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704670","IL23-524","IL23-524","plot","734940","B4I_2025_NY_5119","1","5","5119","5","19","test","","733291","NDP250037Y","","60","5","60","8.11611483574862","720.4","140.5658537","174","1","200","172","","251.6","49.09268293","204","","","","","","903.18180915","","","","","","","500.511529681652","20.5",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704670","IL23-524","IL23-524","subplot","736956","B4I_2025_NY_5119_subplot_1","1","5","5119","5","19","test","","","","","","","","","","","","","","","","","","","2","15","57","69","70","","","12","18","60","87","78","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704670","IL23-524","IL23-524","subplot","736957","B4I_2025_NY_5119_subplot_2","1","5","5119","5","19","test","","","","","","","","","","","","","","","","","","","3","18","56","65","86","","","14","25","64","90","82","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704670","IL23-524","IL23-524","subplot","736958","B4I_2025_NY_5119_subplot_3","1","5","5119","5","19","test","","","","","","","","","","","","","","","","","","","8","24","59","72","73","","","18","31","67","89","68","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704492","IL23-1619","IL23-1619","plot","734929","B4I_2025_NY_5120","1","5","5120","5","20","test","","733395","NDP250131Y","","60","5","60","9.52629122528603","506","112.4444444","171","1","203","174","","96.9","21.53333333","200","","","","","","881.54544573","","","","","","","483.281037909523","22.9",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704492","IL23-1619","IL23-1619","subplot","736773","B4I_2025_NY_5120_subplot_1","1","5","5120","5","20","test","","","","","","","","","","","","","","","","","","","6","24","69","78","70","","","23","24","68","93","88","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704492","IL23-1619","IL23-1619","subplot","736774","B4I_2025_NY_5120_subplot_2","1","5","5120","5","20","test","","","","","","","","","","","","","","","","","","","12","22","63","68","61","","","16","28","72","93","90","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704492","IL23-1619","IL23-1619","subplot","736775","B4I_2025_NY_5120_subplot_3","1","5","5120","5","20","test","","","","","","","","","","","","","","","","","","","9","20","55","64","58","","","14","28","60","87","85","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704742","IL23-422","IL23-422","plot","734941","B4I_2025_NY_5121","1","5","5121","5","21","test","","733374","NDP250116G","","60","5","60","8.39626397432279","652","137.2631579","173","2","203","173","","146.1","30.75789474","202","","","","","","924.09089985","","","","","","","395.06609401661","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704742","IL23-422","IL23-422","subplot","737790","B4I_2025_NY_5121_subplot_1","1","5","5121","5","21","test","","","","","","","","","","","","","","","","","","","4","19","66","77","67","","","11","22","59","91","80","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704742","IL23-422","IL23-422","subplot","737791","B4I_2025_NY_5121_subplot_2","1","5","5121","5","21","test","","","","","","","","","","","","","","","","","","","10","24","75","74","63","","","17","31","70","99","91","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704742","IL23-422","IL23-422","subplot","737792","B4I_2025_NY_5121_subplot_3","1","5","5121","5","21","test","","","","","","","","","","","","","","","","","","","8","21","57","72","65","","","13","31","65","97","94","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","544198","IL22-948","","plot","734759","B4I_2025_NY_5122","1","5","5122","5","22","test","","733452","NDP170094Y","","100","10","100","8.18301463065305","608.6","120.217284","170","9","200","172","8.8283322238637","346.3","68.40493827","204","","","","","","1025.34593276373","229.3","","","","","","456.336540134206","21.3",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","544198","IL22-948","","subplot","737226","B4I_2025_NY_5122_subplot_1","1","5","5122","5","22","test","","","","","","","","","","","","","","","","","","","10","23","86","111","33","","","15","29","82","103","29","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","544198","IL22-948","","subplot","737227","B4I_2025_NY_5122_subplot_2","1","5","5122","5","22","test","","","","","","","","","","","","","","","","","","","6","22","92","96","35","","","23","32","87","108","35","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","544198","IL22-948","","subplot","737228","B4I_2025_NY_5122_subplot_3","1","5","5122","5","22","test","","","","","","","","","","","","","","","","","","","4","17","62","80","42","","","5","30","84","106","41","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704951","IL23-1638","IL23-1638","plot","734833","B4I_2025_NY_5123","1","5","5123","5","23","test","","733276","NDP250133G","","100","20","100","8.86301318789606","596.6","119.32","166","9","204","173","9.03709899001283","418.8","83.76","204","","","","","","1048.61799302603","200.3","","","","","","501.696996612683","23.6",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704951","IL23-1638","IL23-1638","subplot","737295","B4I_2025_NY_5123_subplot_1","1","5","5123","5","23","test","","","","","","","","","","","","","","","","","","","5","18","64","84","51","","","10","29","78","96","43","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704951","IL23-1638","IL23-1638","subplot","737296","B4I_2025_NY_5123_subplot_2","1","5","5123","5","23","test","","","","","","","","","","","","","","","","","","","4","25","61","97","33","","","30","32","83","104","25","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704951","IL23-1638","IL23-1638","subplot","737297","B4I_2025_NY_5123_subplot_3","1","5","5123","5","23","test","","","","","","","","","","","","","","","","","","","5","22","75","102","32","","","29","34","86","93","27","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","543832","IL22-1939","","plot","734850","B4I_2025_NY_5124","1","5","5124","5","24","test","","733285","NDP170253Y","","100","10","100","8.46417575024724","626.7","126.9265823","169","9","199","175","8.43428758448974","413.4","83.72658228","204","","","","","","1042.17246901197","213.5","","","","","","472.02620918063","19.8",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","543832","IL22-1939","","subplot","737172","B4I_2025_NY_5124_subplot_1","1","5","5124","5","24","test","","","","","","","","","","","","","","","","","","","11","19","75","97","32","","","17","28","83","108","26","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","543832","IL22-1939","","subplot","737173","B4I_2025_NY_5124_subplot_2","1","5","5124","5","24","test","","","","","","","","","","","","","","","","","","","10","25","78","94","27","","","13","30","85","110","31","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","543832","IL22-1939","","subplot","737174","B4I_2025_NY_5124_subplot_3","1","5","5124","5","24","test","","","","","","","","","","","","","","","","","","","3","24","71","95","41","","","20","29","84","109","36","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","705012","IL23-4274","IL23-4274","plot","734882","B4I_2025_NY_5125","1","5","5125","5","25","test","","733485","NDP170182Y","","100","10","100","8.68051745418748","480.2","102.4426667","169","9","197","175","8.3965267871239","559.9","119.4453333","204","","","","","","1037.69395129616","195.4","","","","","","444.605534640446","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","705012","IL23-4274","IL23-4274","subplot","737070","B4I_2025_NY_5125_subplot_1","1","5","5125","5","25","test","","","","","","","","","","","","","","","","","","","2","18","78","84","39","","","11","26","72","96","33","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","705012","IL23-4274","IL23-4274","subplot","737071","B4I_2025_NY_5125_subplot_2","1","5","5125","5","25","test","","","","","","","","","","","","","","","","","","","10","20","78","87","24","","","18","27","69","76","18","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","705012","IL23-4274","IL23-4274","subplot","737072","B4I_2025_NY_5125_subplot_3","1","5","5125","5","25","test","","","","","","","","","","","","","","","","","","","9","22","83","98","28","","","27","26","74","85","27","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704592","IL23-963","IL23-963","plot","734804","B4I_2025_NY_5126","1","5","5126","6","25","test","","733447","NDP250104G","","20","1","20","9.51748639662543","708.7","153.2324324","173","0","205","176","9.01414132169765","353","76.32432432","207","","","","","","1082.56323900116","187.8","","","","","","473.67790291427","23.8",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704592","IL23-963","IL23-963","subplot","737823","B4I_2025_NY_5126_subplot_1","1","5","5126","6","25","test","","","","","","","","","","","","","","","","","","","7","14","57","83","71","","","21","22","75","108","101","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704592","IL23-963","IL23-963","subplot","737824","B4I_2025_NY_5126_subplot_2","1","5","5126","6","25","test","","","","","","","","","","","","","","","","","","","11","16","70","87","85","","","32","27","81","109","106","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704592","IL23-963","IL23-963","subplot","737825","B4I_2025_NY_5126_subplot_3","1","5","5126","6","25","test","","","","","","","","","","","","","","","","","","","10","15","70","81","72","","","40","24","78","108","104","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704564","IL23-3337","IL23-3337","plot","735036","B4I_2025_NY_5127","1","5","5127","6","24","test","","733419","NDP250043Y","","40","1","40","9.24223488797549","627.3","141.3633803","174","8","203","176","9.06572056250753","354.7","79.93239437","208","","","","","","1050.03016483955","202.5","","","","","","503.411232966186","22.2",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704564","IL23-3337","IL23-3337","subplot","737322","B4I_2025_NY_5127_subplot_1","1","5","5127","6","24","test","","","","","","","","","","","","","","","","","","","13","21","76","91","49","","","29","24","69","103","46","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704564","IL23-3337","IL23-3337","subplot","737323","B4I_2025_NY_5127_subplot_2","1","5","5127","6","24","test","","","","","","","","","","","","","","","","","","","10","21","74","94","37","","","27","23","76","104","36","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704564","IL23-3337","IL23-3337","subplot","737324","B4I_2025_NY_5127_subplot_3","1","5","5127","6","24","test","","","","","","","","","","","","","","","","","","","3","18","58","88","42","","","35","24","69","103","50","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704783","IL23-763","IL23-763","plot","735060","B4I_2025_NY_5128","1","5","5128","6","23","test","","733508","NDP250152Y","","60","5","60","8.22890866012062","561.9","112.38","171","7","202","171","9.15730328711689","583.7","116.74","204","","","","","","1066.75635868098","215.2","","","","","","438.152273409176","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704783","IL23-763","IL23-763","subplot","737235","B4I_2025_NY_5128_subplot_1","1","5","5128","6","23","test","","","","","","","","","","","","","","","","","","","2","24","66","89","83","","","19","25","74","108","91","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704783","IL23-763","IL23-763","subplot","737236","B4I_2025_NY_5128_subplot_2","1","5","5128","6","23","test","","","","","","","","","","","","","","","","","","","14","22","82","89","29","","","33","34","86","103","27","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704783","IL23-763","IL23-763","subplot","737237","B4I_2025_NY_5128_subplot_3","1","5","5128","6","23","test","","","","","","","","","","","","","","","","","","","6","19","78","91","56","","","14","27","85","104","68","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704504","IL23-1228","IL23-1228","plot","734960","B4I_2025_NY_5129","1","5","5129","6","22","test","","733484","NDP170006G","","60","5","60","9.10342981589371","795.1","163.0974359","173","9","203","170","","205","42.05128205","205","","","","","","899.27271828","","","","","","","483.94057826444","23.4",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704504","IL23-1228","IL23-1228","subplot","737154","B4I_2025_NY_5129_subplot_1","1","5","5129","6","22","test","","","","","","","","","","","","","","","","","","","10","17","66","77","76","","","17","30","62","104","83","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704504","IL23-1228","IL23-1228","subplot","737155","B4I_2025_NY_5129_subplot_2","1","5","5129","6","22","test","","","","","","","","","","","","","","","","","","","9","21","77","76","77","","","23","31","73","106","84","","",""
