studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,Above ground dry biomass - g|day 157|COMP:0000019,Above ground dry biomass - g|day 172|COMP:0000020,Above ground dry biomass - g|day 192|COMP:0000021,Above ground dry biomass - g|day 214|COMP:0000022,Ear emergence|day 164|COMP:0000014,Ear emergence|day 171|COMP:0000015,Grain weight - g|day 221|COMP:0000029,Grain yield - g/m2|CO_350:0000260,Lodging severity - 0-9 Rating|day 181|COMP:0000016,Lodging severity - 0-9 Rating|day 186|COMP:0000017,Lodging severity - 0-9 Rating|day 221|COMP:0000018,Oat maturity - %|day 191|COMP:0000011,Oat maturity - %|day 200|COMP:0000012,Oat maturity - %|day 206|COMP:0000013,Pea above ground dry biomass - g|day 157|COMP:0000031,Pea above ground dry biomass - g|day 172|COMP:0000032,Pea above ground dry biomass - g|day 192|COMP:0000033,Pea above ground dry biomass - g|day 214|COMP:0000034,Pea flowering - y/n|day 164|COMP:0000035,Pea flowering - y/n|day 171|COMP:0000036,Pea fruiting - y/n|day 171|COMP:0000037,Pea grain weight - g|day 221|COMP:0000038,Pea grain yield - g/m2|COMP:0000049,Pea maturity - %|day 191|COMP:0000046,Pea maturity - %|day 200|COMP:0000047,Pea maturity - %|day 206|COMP:0000048,Pea plant establishment - plants/m2|day 153|COMP:0000045,Pea plant height - cm|day 164|COMP:0000040,Pea plant height - cm|day 180|COMP:0000041,Pea plant height - cm|day 186|COMP:0000042,Pea plant height - cm|day 200|COMP:0000043,Pea plant height - cm|day 208|COMP:0000044,Plant establishment - plants/m2|day 153|COMP:0000028,Plant height - cm|day 164|COMP:0000023,Plant height - cm|day 180|COMP:0000024,Plant height - cm|day 186|COMP:0000025,Plant height - cm|day 200|COMP:0000026,Plant height - cm|day 208|COMP:0000027,notes,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_AUSTRIAN FIELD PEAS,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_DS Admiral,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_Frostmaster Peas,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_Icicle Winter Peas,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_Maxum,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_ND Dawn,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_ND Victory,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_NDP140510Y,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_NDP150231Y,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_NDP150412G,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_Organic 4010,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_delta field pea
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",97779,OGLE,"03C0700697,IL 73-2664,IL73-2664,Illinois 73-2664,Ogle,OGLE (ck),RL 1475,TLVA5829,TLVA5908,W87678",subplot,701442,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_31_subplot_2,1,2,31,2,10,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.61904762,60,120,120,110,96,277.7777778,55,80,90,88,59,,1,,,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",97779,OGLE,"03C0700697,IL 73-2664,IL73-2664,Illinois 73-2664,Ogle,OGLE (ck),RL 1475,TLVA5829,TLVA5908,W87678",subplot,701443,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_31_subplot_3,1,2,31,2,10,test,,,,37,,,,,,,,,,,,,,135.2,,,,,,,,,,55.55555556,55,110,125,105,99,47.61904762,40,80,80,100,75,,1,,,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510817,OT2130,OT2130,plot,548196,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_32,1,2,32,2,9,test,,,,,,0,1,223.7,98.63315697,0,0,0,0,40,90,,,,,1,1,1,299,131.8342152,20,90,100,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,1,,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510817,OT2130,OT2130,subplot,701234,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_32_subplot_1,1,2,32,2,9,test,,,,86.1,,,,,,,,,,,,,,75.1,,,,,,,,,,23.80952381,50,73,60,72,52,103.1746032,55,95,100,90,93,,,1,,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510817,OT2130,OT2130,subplot,701235,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_32_subplot_2,1,2,32,2,9,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.68253968,50,80,80,80,71,206.3492063,55,93,100,91,106,,,1,,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510817,OT2130,OT2130,subplot,701236,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_32_subplot_3,1,2,32,2,9,test,,35.4,,,,,,,,,,,,,,32.3,,,,,,,,,,,,55.55555556,50,68,60,65,58,190.4761905,45,88,85,86,87,,,1,,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510806,SD180580,SD180580,plot,548294,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_33,1,2,33,2,8,test,,,,,,0,1,138.5,61.0670194,0,0,0,0,50,90,,,,,0,1,0,289.2,127.5132275,0,80,95,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,,,,,,1,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510806,SD180580,SD180580,subplot,701366,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_33_subplot_1,1,2,33,2,8,test,,,,73.2,,,,,,,,,,,,,,190.4,,,,,,,,,,79.36507937,60,93,100,102,23,190.4761905,60,80,65,80,25,,,,,,,,1,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510806,SD180580,SD180580,subplot,701367,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_33_subplot_2,1,2,33,2,8,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.49206349,60,100,105,98,100,119.047619,55,85,75,86,72,,,,,,,,1,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510806,SD180580,SD180580,subplot,701368,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_33_subplot_3,1,2,33,2,8,test,,,24.2,,,,,,,,,,,,,,68.2,,,,,,,,,,,47.61904762,55,95,95,93,94,142.8571429,50,90,85,83,82,,,,,,,,1,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",499633,A25,A25,plot,548221,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_34,1,2,34,2,7,test,,,,,,1,1,87,38.35978836,0,0,2,40,70,100,,,,,0,1,0,414.9,182.9365079,0,50,95,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,,,,,,1,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",499633,A25,A25,subplot,701369,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_34_subplot_1,1,2,34,2,7,test,,,,67.4,,,,,,,,,,,,,,157.5,,,,,,,,,,39.68253968,55,100,100,102,51,71.42857143,65,80,80,82,41,,,,,,,,1,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",499633,A25,A25,subplot,701370,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_34_subplot_2,1,2,34,2,7,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.42857143,55,105,110,100,100,142.8571429,65,80,80,88,85,,,,,,,,1,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",499633,A25,A25,subplot,701371,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_34_subplot_3,1,2,34,2,7,test,,53.7,,,,,,,,,,,,,,36.9,,,,,,,,,,,,39.68253968,50,105,100,100,100,246.031746,60,95,60,82,77,,,,,,,,1,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",102429,GOPHER,"03C0700851,AA 568,BGR8099,CAP 0038,C.I. No. 2027,Copher,Favorit,GOPH,Gopher,GOPHER (ck),Gopher Oats,Minnesota No. 674,Mn 674,RL 158,RL 1793,RL 834,RL No. 158",plot,548214,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_35,1,2,35,2,6,test,,,,,,0,1,187.7,82.76014109,0,0,0,0,70,90,,,,,1,1,0,309.7,136.5520282,10,100,100,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,,,,,,,1,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",102429,GOPHER,"03C0700851,AA 568,BGR8099,CAP 0038,C.I. No. 2027,Copher,Favorit,GOPH,Gopher,GOPHER (ck),Gopher Oats,Minnesota No. 674,Mn 674,RL 158,RL 1793,RL 834,RL No. 158",subplot,701429,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_35_subplot_1,1,2,35,2,6,test,,,90.3,,,,,,,,,,,,,,58.4,,,,,,,,,,,63.49206349,50,77,70,75,71,190.4761905,60,100,100,95,87,,,,,,,,,1,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",102429,GOPHER,"03C0700851,AA 568,BGR8099,CAP 0038,C.I. No. 2027,Copher,Favorit,GOPH,Gopher,GOPHER (ck),Gopher Oats,Minnesota No. 674,Mn 674,RL 158,RL 1793,RL 834,RL No. 158",subplot,701430,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_35_subplot_2,1,2,35,2,6,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.55555556,45,70,75,81,71,71.42857143,55,95,105,99,110,,,,,,,,,1,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",102429,GOPHER,"03C0700851,AA 568,BGR8099,CAP 0038,C.I. No. 2027,Copher,Favorit,GOPH,Gopher,GOPHER (ck),Gopher Oats,Minnesota No. 674,Mn 674,RL 158,RL 1793,RL 834,RL No. 158",subplot,701431,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_35_subplot_3,1,2,35,2,6,test,,,,,54.1,,,,,,,,,,,,,,131.1,,,,,,,,,39.68253968,60,83,85,80,78,71.42857143,50,90,90,97,100,,,,,,,,,1,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",499042,RUSHMORE,"Rushmore,SD140515",plot,548199,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_36,1,2,36,2,5,test,,,,,,1,1,287.1,126.5873016,0,0,0,15,80,95,,,,,1,1,1,242.7,107.010582,35,95,100,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,,,,,,,,,1,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",499042,RUSHMORE,"Rushmore,SD140515",subplot,701246,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_36_subplot_1,1,2,36,2,5,test,,,,,167.3,,,,,,,,,,,,,,107.8,,,,,,,,,15.87301587,50,75,75,76,79,158.7301587,55,90,90,88,93,,,,,,,,,,,1,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",499042,RUSHMORE,"Rushmore,SD140515",subplot,701247,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_36_subplot_2,1,2,36,2,5,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.42857143,45,80,70,80,71,238.0952381,70,90,100,90,88,,,,,,,,,,,1,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",499042,RUSHMORE,"Rushmore,SD140515",subplot,701248,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_36_subplot_3,1,2,36,2,5,test,,,50.1,,,,,,,,,,,,,,55.4,,,,,,,,,,,79.36507937,40,62,60,68,60,285.7142857,55,80,90,86,83,,,,,,,,,,,1,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",99318,DEON,"Deon,MN07210",plot,548262,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_37,1,2,37,2,4,test,,,,,,0,1,17.2,7.58377425,7,6,9,0,40,95,,,,,0,1,0,93.4,41.18165785,0,81,100,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,,,,1,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",99318,DEON,"Deon,MN07210",subplot,701402,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_37_subplot_1,1,2,37,2,4,test,,,,27.3,,,,,,,,,,,,,,181.8,,,,,,,,,,150.7936508,75,63,70,40,13,158.7301587,70,44,40,25,8,,,,,,1,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",99318,DEON,"Deon,MN07210",subplot,701403,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_37_subplot_2,1,2,37,2,4,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.42857143,65,88,70,44,40,198.4126984,65,51,40,27,5,,,,,,1,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",99318,DEON,"Deon,MN07210",subplot,701404,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_37_subplot_3,1,2,37,2,4,test,,,33.8,,,,,,,,,,,,,,53.8,,,,,,,,,,,31.74603175,55,68,55,44,45,182.5396825,55,46,55,47,45,,,,,,1,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",202106,IL17-5238,17-5238,plot,548228,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_38,1,2,38,2,3,test,,,,,,1,1,12.5,5.511463845,0,1,9,40,60,90,,,,,0,1,0,256,112.8747795,0,25,85,,,,,,,,,,,,," (Operator: dwaring87, Time: )",1,,,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",202106,IL17-5238,17-5238,subplot,701309,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_38_subplot_1,1,2,38,2,3,test,,,,,56.6,,,,,,,,,,,,,,123.3,,,,,,,,,55.55555556,60,125,145,57,45,142.8571429,60,75,70,25,10,,1,,,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",202106,IL17-5238,17-5238,subplot,701310,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_38_subplot_2,1,2,38,2,3,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.55555556,55,130,150,57,40,269.8412698,50,75,80,15,7,,1,,,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",202106,IL17-5238,17-5238,subplot,701311,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_38_subplot_3,1,2,38,2,3,test,,59.6,,,,,,,,,,,,,,17.1,,,,,,,,,,,,47.61904762,60,135,140,67,36,238.0952381,50,75,70,20,22,,1,,,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510804,SD181245,SD181245,plot,548268,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_39,1,2,39,2,2,check,,,,,,0,1,168.7,74.38271605,2,2,9,0,30,80,,,,,0,0,0,217.3,95.81128748,0,15,35,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,,,1,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510804,SD181245,SD181245,subplot,701501,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_39_subplot_1,1,2,39,2,2,check,,,69.7,,,,,,,,,,,,,,28.1,,,,,,,,,,,31.74603175,40,105,110,92,81,150.7936508,60,110,100,99,107,,,,,1,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510804,SD181245,SD181245,subplot,701502,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_39_subplot_2,1,2,39,2,2,check,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.80952381,40,105,120,44,42,134.9206349,60,105,90,44,26,,,,,1,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510804,SD181245,SD181245,subplot,701503,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_39_subplot_3,1,2,39,2,2,check,,,,,103.8,,,,,,,,,,,,,,89,,,,,,,,,63.49206349,40,110,135,63,61,190.4761905,55,100,90,65,56,,,,,1,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",85606,NATTY,"Natty,NATTY (ck),SD111779",subplot,701489,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_3_subplot_1,1,1,3,1,3,test,,17.3,,,,,,,,,,,,,,15.6,,,,,,,,,,,,15.87301587,60,20,50,52,46,55.55555556,45,62,80,18,12,,,,1,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",85606,NATTY,"Natty,NATTY (ck),SD111779",subplot,701490,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_3_subplot_2,1,1,3,1,3,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.49206349,70,83,90,64,56,269.8412698,55,50,30,20,10,,,,1,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",85606,NATTY,"Natty,NATTY (ck),SD111779",subplot,701491,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_3_subplot_3,1,1,3,1,3,test,,,,21.5,,,,,,,,,,,,,,262.8,,,,,,,,,,95.23809524,65,90,90,61,43,166.6666667,50,40,25,24,15,,,,1,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",201479,WI_X10680-3,"WI X10680-3,WIX10680-3,X10680-3",plot,548238,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_4,1,1,4,1,4,test,,,,,,0,1,197.9,87.25749559,0,0,0,0,50,95,,,,,1,1,1,391.3,172.5308642,50,100,100,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,,,,,,,,,,,1
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",201753,IL15-5752,15-5752,plot,548264,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_40,1,2,40,2,1,test,,,,,,1,1,88.4,38.97707231,2,1,8,10,65,90,,,,,0,1,0,285.4,125.8377425,0,40,70,,,,,,,,,,,,," (Operator: dwaring87, Time: )",1,,,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",201753,IL15-5752,15-5752,subplot,701282,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_40_subplot_1,1,2,40,2,1,test,,,,91.8,,,,,,,,,,,,,,159.6,,,,,,,,,,55.55555556,60,130,140,69,42,150.7936508,65,75,75,28,50,,1,,,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",201753,IL15-5752,15-5752,subplot,701283,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_40_subplot_2,1,2,40,2,1,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.36507937,60,125,145,75,65,71.42857143,60,70,75,50,13,,1,,,,,,,,,,,
