"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","intercropGermplasmDbId","intercropGermplasmName","germplasmEntryNumber","Heading date - Julian day|CO_350:0000270","Lodging severity - 0-9 Rating|CO_350:0005007","Pea Flowering Date - 10% - Julian Day|CO_xxx:0003014","Pea Plant Establishment - plants/ft2|CO_xxx:0003011","Pea Plant Height - cm|CO_xxx:0003005","Pea Plant Height - cm|timepoint 1|COMP:0000122","Pea Plant Height - cm|timepoint 2|COMP:0000123","Plant establishment - plants/ft2|CO_350:0005124","Plant height - cm|CO_350:0000232","Plant height - cm|timepoint 1|COMP:0000114","Plant height - cm|timepoint 2|COMP:0000115","notes"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704988","IL23-1462","IL23-1462","subplot","735783","B4I_2025_AL_1040_subplot_1","1","1","1040","1","40","test","","","","","","","","6","","15","55","17","","22","88",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704988","IL23-1462","IL23-1462","subplot","735784","B4I_2025_AL_1040_subplot_2","1","1","1040","1","40","test","","","","","","","","9","","11","62","13","","21","87",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704988","IL23-1462","IL23-1462","subplot","735785","B4I_2025_AL_1040_subplot_3","1","1","1040","1","40","test","","","","","","","","9","","10","54","14","","24","87",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704924","IL23-3576","IL23-3576","plot","733702","B4I_2025_AL_1041","1","1","1041","2","40","test","","733276","NDP250133G","","122","8","115","4","18","18","48","14","23","23","82",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704924","IL23-3576","IL23-3576","subplot","736278","B4I_2025_AL_1041_subplot_1","1","1","1041","2","40","test","","","","","","","","5","","12","56","17","","20","68",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704924","IL23-3576","IL23-3576","subplot","736279","B4I_2025_AL_1041_subplot_2","1","1","1041","2","40","test","","","","","","","","3","","17","48","8","","22","78",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704924","IL23-3576","IL23-3576","subplot","736280","B4I_2025_AL_1041_subplot_3","1","1","1041","2","40","test","","","","","","","","4","","18","48","14","","23","82",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704771","IL23-4144","IL23-4144","plot","733901","B4I_2025_AL_1042","1","1","1042","2","39","test","","733401","NDP250040Y","","125","7","119","1","11","11","51","14","27","27","94",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704771","IL23-4144","IL23-4144","subplot","735984","B4I_2025_AL_1042_subplot_1","1","1","1042","2","39","test","","","","","","","","4","","15","57","10","","25","98",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704771","IL23-4144","IL23-4144","subplot","735985","B4I_2025_AL_1042_subplot_2","1","1","1042","2","39","test","","","","","","","","9","","10","45","9","","26","97",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704771","IL23-4144","IL23-4144","subplot","735986","B4I_2025_AL_1042_subplot_3","1","1","1042","2","39","test","","","","","","","","1","","11","51","14","","27","94",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704568","IL23-3827","IL23-3827","plot","733598","B4I_2025_AL_1043","1","1","1043","2","38","test","","733509","NDP250101Y","","125","6","119","5","12","12","37","14","24","24","82",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704568","IL23-3827","IL23-3827","subplot","735681","B4I_2025_AL_1043_subplot_1","1","1","1043","2","38","test","","","","","","","","6","","10","43","16","","22","82",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704568","IL23-3827","IL23-3827","subplot","735682","B4I_2025_AL_1043_subplot_2","1","1","1043","2","38","test","","","","","","","","6","","11","38","13","","24","75",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704568","IL23-3827","IL23-3827","subplot","735683","B4I_2025_AL_1043_subplot_3","1","1","1043","2","38","test","","","","","","","","5","","12","37","14","","24","82",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704710","IL23-4252","IL23-4252","plot","733796","B4I_2025_AL_1044","1","1","1044","2","37","test","","733497","NDP250042Y","","125","3","119","7","15","15","52","14","25","25","77",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704710","IL23-4252","IL23-4252","subplot","736251","B4I_2025_AL_1044_subplot_1","1","1","1044","2","37","test","","","","","","","","3","","11","53","7","","22","69",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704710","IL23-4252","IL23-4252","subplot","736252","B4I_2025_AL_1044_subplot_2","1","1","1044","2","37","test","","","","","","","","3","","15","42","12","","22","78",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704710","IL23-4252","IL23-4252","subplot","736253","B4I_2025_AL_1044_subplot_3","1","1","1044","2","37","test","","","","","","","","7","","15","52","14","","25","77",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704513","IL23-3572","IL23-3572","plot","733571","B4I_2025_AL_1045","1","1","1045","2","36","test","","733318","NDP250084Y","","125","8","119","6","11","11","48","11","22","22","72",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704513","IL23-3572","IL23-3572","subplot","735771","B4I_2025_AL_1045_subplot_1","1","1","1045","2","36","test","","","","","","","","2","","12","44","16","","16","75",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704513","IL23-3572","IL23-3572","subplot","735772","B4I_2025_AL_1045_subplot_2","1","1","1045","2","36","test","","","","","","","","6","","12","36","17","","18","65",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704513","IL23-3572","IL23-3572","subplot","735773","B4I_2025_AL_1045_subplot_3","1","1","1045","2","36","test","","","","","","","","6","","11","48","11","","22","72",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","507827","IL19-5336","19-5336","plot","733847","B4I_2025_AL_1046","1","1","1046","2","35","test","","733480","NDP250171Y","","125","2","119","7","14","14","54","8","25","25","94",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","507827","IL19-5336","19-5336","subplot","736497","B4I_2025_AL_1046_subplot_1","1","1","1046","2","35","test","","","","","","","","2","","15","67","12","","23","95",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","507827","IL19-5336","19-5336","subplot","736498","B4I_2025_AL_1046_subplot_2","1","1","1046","2","35","test","","","","","","","","7","","11","65","11","","25","91",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","507827","IL19-5336","19-5336","subplot","736499","B4I_2025_AL_1046_subplot_3","1","1","1046","2","35","test","","","","","","","","7","","14","54","8","","25","94",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","544481","IL22-1019","","plot","733623","B4I_2025_AL_1047","1","1","1047","2","34","test","","733401","NDP250040Y","","125","0","119","5","11","11","37","7","20","20","78",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","544481","IL22-1019","","subplot","735945","B4I_2025_AL_1047_subplot_1","1","1","1047","2","34","test","","","","","","","","2","","11","37","9","","22","66",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","544481","IL22-1019","","subplot","735946","B4I_2025_AL_1047_subplot_2","1","1","1047","2","34","test","","","","","","","","2","","12","42","18","","23","66",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","544481","IL22-1019","","subplot","735947","B4I_2025_AL_1047_subplot_3","1","1","1047","2","34","test","","","","","","","","5","","11","37","7","","20","78",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","507789","IL19-6345","19-6345","plot","733839","B4I_2025_AL_1048","1","1","1048","3","33","test","","733283","NDP250086Y","","122","1","115","3","14","14","47","7","22","22","66",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","507789","IL19-6345","19-6345","subplot","736221","B4I_2025_AL_1048_subplot_1","1","1","1048","3","33","test","","","","","","","","4","","15","50","9","","24","81",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","507789","IL19-6345","19-6345","subplot","736222","B4I_2025_AL_1048_subplot_2","1","1","1048","3","33","test","","","","","","","","7","","12","52","7","","24","82",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","507789","IL19-6345","19-6345","subplot","736223","B4I_2025_AL_1048_subplot_3","1","1","1048","3","33","test","","","","","","","","3","","14","47","7","","22","66",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704477","IL23-1608","IL23-1608","plot","733534","B4I_2025_AL_1049","1","1","1049","2","32","test","","733363","NDP250165Y","","119","2","115","6","14","14","48","14","24","24","80",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704477","IL23-1608","IL23-1608","subplot","735705","B4I_2025_AL_1049_subplot_1","1","1","1049","2","32","test","","","","","","","","3","","14","44","13","","24","80",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704477","IL23-1608","IL23-1608","subplot","735706","B4I_2025_AL_1049_subplot_2","1","1","1049","2","32","test","","","","","","","","5","","20","47","12","","25","72",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704477","IL23-1608","IL23-1608","subplot","735707","B4I_2025_AL_1049_subplot_3","1","1","1049","2","32","test","","","","","","","","6","","14","48","14","","24","80",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","515125","IL20-615","IL2020-615","plot","733721","B4I_2025_AL_1050","1","1","1050","2","31","test","","733373","NDP121714R","","119","1","115","3","13","13","40","14","24","24","82",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","515125","IL20-615","IL2020-615","subplot","736701","B4I_2025_AL_1050_subplot_1","1","1","1050","2","31","test","","","","","","","","6","","15","40","15","","24","71",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","515125","IL20-615","IL2020-615","subplot","736702","B4I_2025_AL_1050_subplot_2","1","1","1050","2","31","test","","","","","","","","5","","12","35","9","","24","77",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","515125","IL20-615","IL2020-615","subplot","736703","B4I_2025_AL_1050_subplot_3","1","1","1050","2","31","test","","","","","","","","3","","13","40","14","","24","82",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","530915","IL21-5955","","plot","733637","B4I_2025_AL_1051","1","1","1051","2","30","test","","733416","NDP250106G","","122","6","115","4","12","12","40","13","23","23","69",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","530915","IL21-5955","","subplot","735624","B4I_2025_AL_1051_subplot_1","1","1","1051","2","30","test","","","","","","","","5","","14","37","9","","25","71",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","530915","IL21-5955","","subplot","735625","B4I_2025_AL_1051_subplot_2","1","1","1051","2","30","test","","","","","","","","5","","11","35","13","","22","68",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","530915","IL21-5955","","subplot","735626","B4I_2025_AL_1051_subplot_3","1","1","1051","2","30","test","","","","","","","","4","","12","40","13","","23","69",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704599","IL23-475","IL23-475","plot","733862","B4I_2025_AL_1052","1","1","1052","2","29","test","","733385","NDP121711R","","125","4","119","6","8","8","39","16","21","21","75",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704599","IL23-475","IL23-475","subplot","736521","B4I_2025_AL_1052_subplot_1","1","1","1052","2","29","test","","","","","","","","7","","11","41","14","","19","71",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704599","IL23-475","IL23-475","subplot","736522","B4I_2025_AL_1052_subplot_2","1","1","1052","2","29","test","","","","","","","","4","","9","38","14","","22","70",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704599","IL23-475","IL23-475","subplot","736523","B4I_2025_AL_1052_subplot_3","1","1","1052","2","29","test","","","","","","","","6","","8","39","16","","21","75",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704813","IL23-4243","IL23-4243","plot","733559","B4I_2025_AL_1053","1","1","1053","2","28","test","","733422","NDP250063Y","","119","5","115","3","14","14","61","11","25","25","79",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704813","IL23-4243","IL23-4243","subplot","736179","B4I_2025_AL_1053_subplot_1","1","1","1053","2","28","test","","","","","","","","3","","8","50","13","","21","75",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704813","IL23-4243","IL23-4243","subplot","736180","B4I_2025_AL_1053_subplot_2","1","1","1053","2","28","test","","","","","","","","6","","11","60","12","","24","75",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704813","IL23-4243","IL23-4243","subplot","736181","B4I_2025_AL_1053_subplot_3","1","1","1053","2","28","test","","","","","","","","3","","14","61","11","","25","79",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704732","IL23-1206","IL23-1206","plot","733749","B4I_2025_AL_1054","1","1","1054","2","27","test","","733346","NDP250162Y","","128","2","119","3","11","11","51","12","25","25","60",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704732","IL23-1206","IL23-1206","subplot","735648","B4I_2025_AL_1054_subplot_1","1","1","1054","2","27","test","","","","","","","","3","","19","48","10","","25","71",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704732","IL23-1206","IL23-1206","subplot","735649","B4I_2025_AL_1054_subplot_2","1","1","1054","2","27","test","","","","","","","","7","","20","47","11","","22","70",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704732","IL23-1206","IL23-1206","subplot","735650","B4I_2025_AL_1054_subplot_3","1","1","1054","2","27","test","","","","","","","","3","","11","51","12","","25","60",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704900","IL23-247","IL23-247","plot","733531","B4I_2025_AL_1055","1","1","1055","2","26","test","","733385","NDP121711R","","125","2","119","3","12","12","42","8","22","22","65",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704900","IL23-247","IL23-247","subplot","736686","B4I_2025_AL_1055_subplot_1","1","1","1055","2","26","test","","","","","","","","3","","15","36","12","","22","66",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704900","IL23-247","IL23-247","subplot","736687","B4I_2025_AL_1055_subplot_2","1","1","1055","2","26","test","","","","","","","","4","","12","35","16","","21","66",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704900","IL23-247","IL23-247","subplot","736688","B4I_2025_AL_1055_subplot_3","1","1","1055","2","26","test","","","","","","","","3","","12","42","8","","22","65",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704670","IL23-524","IL23-524","plot","733910","B4I_2025_AL_1056","1","1","1056","2","25","test","","733353","NDP150218Y","","125","3","119","3","15","15","43","8","25","25","74",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704670","IL23-524","IL23-524","subplot","736032","B4I_2025_AL_1056_subplot_1","1","1","1056","2","25","test","","","","","","","","7","","12","45","16","","24","72",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704670","IL23-524","IL23-524","subplot","736033","B4I_2025_AL_1056_subplot_2","1","1","1056","2","25","test","","","","","","","","2","","14","52","13","","23","76",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704670","IL23-524","IL23-524","subplot","736034","B4I_2025_AL_1056_subplot_3","1","1","1056","2","25","test","","","","","","","","3","","15","43","8","","25","74",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","530462","IL21-6257","","plot","733667","B4I_2025_AL_1057","1","1","1057","2","24","test","","733285","NDP170253Y","","128","2","119","1","18","18","47","17","25","25","80",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","530462","IL21-6257","","subplot","736557","B4I_2025_AL_1057_subplot_1","1","1","1057","2","24","test","","","","","","","","3","","15","52","9","","25","78",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","530462","IL21-6257","","subplot","736558","B4I_2025_AL_1057_subplot_2","1","1","1057","2","24","test","","","","","","","","4","","17","50","11","","21","84",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","530462","IL21-6257","","subplot","736559","B4I_2025_AL_1057_subplot_3","1","1","1057","2","24","test","","","","","","","","1","","18","47","17","","25","80",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","515331","IL20-618","IL2020-618","plot","733876","B4I_2025_AL_1058","1","1","1058","2","23","test","","733385","NDP121711R","","119","5","115","5","16","16","40","9","25","25","84",""
