studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,intercropGermplasmDbId,intercropGermplasmName,germplasmEntryNumber,Heading date - Julian day|CO_350:0000270,Lodging severity - 0-9 Rating|CO_350:0005007,Maturity date - Julian day|CO_350:0000271,Pea Flowering Date - 10% - Julian Day|CO_xxx:0003014,Pea Maturity Date - Julian Day|CO_xxx:0003015,Pea Plant Establishment - plants/ft2|CO_xxx:0003011,Pea Plant Height - cm|timepoint 1|COMP:0000122,Pea Plant Height - cm|timepoint 2|COMP:0000123,Pea Plant Height - cm|timepoint 3|COMP:0000124,Plant establishment - plants/ft2|CO_350:0005124,Plant height - cm|timepoint 1|COMP:0000114,Plant height - cm|timepoint 2|COMP:0000115,Plant height - cm|timepoint 3|COMP:0000116,notes
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",514616,IL20-5913,IL2020-5913,subplot,741234,B4I_2025_ND_4048_subplot_3,1,4,4048,2,33,test,,,,,,,,,,6,17,75,89,6,30,78,79,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",507627,IL19-4877,19-4877,plot,734560,B4I_2025_ND_4049,1,4,4049,2,32,test,,733339,NDP170153Y,,177,3,208,183,219,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",507627,IL19-4877,19-4877,subplot,740656,B4I_2025_ND_4049_subplot_1,1,4,4049,2,32,test,,,,,,,,,,9,23,78,83,7,32,81,71,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",507627,IL19-4877,19-4877,subplot,740657,B4I_2025_ND_4049_subplot_2,1,4,4049,2,32,test,,,,,,,,,,4,27,76,93,8,33,82,78,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",507627,IL19-4877,19-4877,subplot,740658,B4I_2025_ND_4049_subplot_3,1,4,4049,2,32,test,,,,,,,,,,5,22,80,89,14,24,82,88,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704656,IL23-906,IL23-906,plot,734599,B4I_2025_ND_4050,1,4,4050,2,31,test,,733296,NDP170027G,,179,3,212,182,219,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704656,IL23-906,IL23-906,subplot,740854,B4I_2025_ND_4050_subplot_1,1,4,4050,2,31,test,,,,,,,,,,9,21,70,78,16,27,72,72,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704656,IL23-906,IL23-906,subplot,740855,B4I_2025_ND_4050_subplot_2,1,4,4050,2,31,test,,,,,,,,,,5,21,70,78,9,28,71,73,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704656,IL23-906,IL23-906,subplot,740856,B4I_2025_ND_4050_subplot_3,1,4,4050,2,31,test,,,,,,,,,,4,21,72,73,6,26,75,75,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",544432,IL22-2662,,plot,734559,B4I_2025_ND_4051,1,4,4051,2,30,test,,733347,NDP250114G,,175,4,207,186,221,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",544432,IL22-2662,,subplot,740812,B4I_2025_ND_4051_subplot_1,1,4,4051,2,30,test,,,,,,,,,,6,22,74,84,12,30,73,73,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",544432,IL22-2662,,subplot,740813,B4I_2025_ND_4051_subplot_2,1,4,4051,2,30,test,,,,,,,,,,6,20,62,91,11,30,75,84,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",544432,IL22-2662,,subplot,740814,B4I_2025_ND_4051_subplot_3,1,4,4051,2,30,test,,,,,,,,,,6,20,65,81,8,26,68,72,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",507643,IL19-6920,19-6920,plot,734344,B4I_2025_ND_4052,1,4,4052,2,29,test,,733416,NDP250106G,,178,5,213,187,220,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",507643,IL19-6920,19-6920,subplot,740884,B4I_2025_ND_4052_subplot_1,1,4,4052,2,29,test,,,,,,,,,,4,15,64,76,11,27,76,71,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",507643,IL19-6920,19-6920,subplot,740885,B4I_2025_ND_4052_subplot_2,1,4,4052,2,29,test,,,,,,,,,,4,14,58,78,10,26,70,75,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",507643,IL19-6920,19-6920,subplot,740886,B4I_2025_ND_4052_subplot_3,1,4,4052,2,29,test,,,,,,,,,,4,17,60,83,8,23,71,79,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704544,IL23-4722,IL23-4722,plot,734507,B4I_2025_ND_4053,1,4,4053,2,28,test,,733351,NDP250064Y,,178,6,216,184,220,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704544,IL23-4722,IL23-4722,subplot,741427,B4I_2025_ND_4053_subplot_1,1,4,4053,2,28,test,,,,,,,,,,5,21,66,87,9,33,74,69,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704544,IL23-4722,IL23-4722,subplot,741428,B4I_2025_ND_4053_subplot_2,1,4,4053,2,28,test,,,,,,,,,,7,19,64,87,8,31,63,71,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704544,IL23-4722,IL23-4722,subplot,741429,B4I_2025_ND_4053_subplot_3,1,4,4053,2,28,test,,,,,,,,,,5,18,73,79,7,29,60,75,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704544,IL23-4722,IL23-4722,plot,734471,B4I_2025_ND_4054,1,4,4054,2,27,test,,733417,NDP170350Y,,178,4,215,186,221,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704544,IL23-4722,IL23-4722,subplot,741526,B4I_2025_ND_4054_subplot_1,1,4,4054,2,27,test,,,,,,,,,,7,20,66,76,14,29,67,77,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704544,IL23-4722,IL23-4722,subplot,741527,B4I_2025_ND_4054_subplot_2,1,4,4054,2,27,test,,,,,,,,,,8,22,65,81,7,28,65,77,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704544,IL23-4722,IL23-4722,subplot,741528,B4I_2025_ND_4054_subplot_3,1,4,4054,2,27,test,,,,,,,,,,8,20,66,68,6,21,62,74,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704485,IL23-1655,IL23-1655,plot,734458,B4I_2025_ND_4055,1,4,4055,2,26,test,,733304,NDP170011G,,177,4,208,182,219,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704485,IL23-1655,IL23-1655,subplot,740824,B4I_2025_ND_4055_subplot_1,1,4,4055,2,26,test,,,,,,,,,,7,22,72,79,15,31,62,69,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704485,IL23-1655,IL23-1655,subplot,740825,B4I_2025_ND_4055_subplot_2,1,4,4055,2,26,test,,,,,,,,,,15,21,58,72,1,33,65,75,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704485,IL23-1655,IL23-1655,subplot,740826,B4I_2025_ND_4055_subplot_3,1,4,4055,2,26,test,,,,,,,,,,5,14,66,72,5,25,68,69,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704842,IL23-1669,IL23-1669,plot,734336,B4I_2025_ND_4056,1,4,4056,2,25,test,,733512,NDP250069Y,,178,3,210,184,222,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704842,IL23-1669,IL23-1669,subplot,741607,B4I_2025_ND_4056_subplot_1,1,4,4056,2,25,test,,,,,,,,,,8,21,73,77,15,31,69,71,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704842,IL23-1669,IL23-1669,subplot,741608,B4I_2025_ND_4056_subplot_2,1,4,4056,2,25,test,,,,,,,,,,8,20,59,78,11,26,64,73,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704842,IL23-1669,IL23-1669,subplot,741609,B4I_2025_ND_4056_subplot_3,1,4,4056,2,25,test,,,,,,,,,,6,15,69,77,10,21,65,67,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",544354,IL22-4432,,plot,734706,B4I_2025_ND_4057,1,4,4057,2,24,test,,733480,NDP250171Y,,178,5,208,189,222,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",544354,IL22-4432,,subplot,740560,B4I_2025_ND_4057_subplot_1,1,4,4057,2,24,test,,,,,,,,,,9,15,66,74,10,27,72,70,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",544354,IL22-4432,,subplot,740561,B4I_2025_ND_4057_subplot_2,1,4,4057,2,24,test,,,,,,,,,,6,20,54,77,16,31,65,71,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",544354,IL22-4432,,subplot,740562,B4I_2025_ND_4057_subplot_3,1,4,4057,2,24,test,,,,,,,,,,9,20,71,84,6,26,66,70,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704826,IL23-4572,IL23-4572,plot,734674,B4I_2025_ND_4058,1,4,4058,2,23,test,,733330,NDP170056G,,178,3,213,182,218,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704826,IL23-4572,IL23-4572,subplot,741520,B4I_2025_ND_4058_subplot_1,1,4,4058,2,23,test,,,,,,,,,,12,22,71,63,8,23,63,65,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704826,IL23-4572,IL23-4572,subplot,741521,B4I_2025_ND_4058_subplot_2,1,4,4058,2,23,test,,,,,,,,,,4,19,55,70,15,23,68,69,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704826,IL23-4572,IL23-4572,subplot,741522,B4I_2025_ND_4058_subplot_3,1,4,4058,2,23,test,,,,,,,,,,7,22,67,70,6,21,65,69,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704859,IL23-3730,IL23-3730,plot,734498,B4I_2025_ND_4059,1,4,4059,2,22,test,,733277,NDP170089G,,178,7,209,180,217,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704859,IL23-3730,IL23-3730,subplot,740929,B4I_2025_ND_4059_subplot_1,1,4,4059,2,22,test,,,,,,,,,,7,16,58,59,9,27,64,67,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704859,IL23-3730,IL23-3730,subplot,740930,B4I_2025_ND_4059_subplot_2,1,4,4059,2,22,test,,,,,,,,,,6,16,62,63,15,23,74,65,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704859,IL23-3730,IL23-3730,subplot,740931,B4I_2025_ND_4059_subplot_3,1,4,4059,2,22,test,,,,,,,,,,6,17,63,59,8,23,52,74,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704608,IL23-1422,IL23-1422,plot,734459,B4I_2025_ND_4060,1,4,4060,2,21,test,,733282,NDP250036Y,,179,6,215,188,221,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704608,IL23-1422,IL23-1422,subplot,741343,B4I_2025_ND_4060_subplot_1,1,4,4060,2,21,test,,,,,,,,,,6,19,72,91,8,24,68,73,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704608,IL23-1422,IL23-1422,subplot,741344,B4I_2025_ND_4060_subplot_2,1,4,4060,2,21,test,,,,,,,,,,9,25,66,96,10,32,74,84,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704608,IL23-1422,IL23-1422,subplot,741345,B4I_2025_ND_4060_subplot_3,1,4,4060,2,21,test,,,,,,,,,,8,17,65,80,6,17,73,77,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704920,IL23-1414,IL23-1414,plot,734499,B4I_2025_ND_4061,1,4,4061,2,20,test,,733370,NDP250067Y,,179,7,212,183,220,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704920,IL23-1414,IL23-1414,subplot,741385,B4I_2025_ND_4061_subplot_1,1,4,4061,2,20,test,,,,,,,,,,8,17,68,77,14,23,71,71,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704920,IL23-1414,IL23-1414,subplot,741386,B4I_2025_ND_4061_subplot_2,1,4,4061,2,20,test,,,,,,,,,,5,20,64,81,13,25,66,74,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704920,IL23-1414,IL23-1414,subplot,741387,B4I_2025_ND_4061_subplot_3,1,4,4061,2,20,test,,,,,,,,,,10,17,61,79,2,29,71,85,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704878,IL23-3731,IL23-3731,plot,734630,B4I_2025_ND_4062,1,4,4062,2,19,test,,733364,NDP250157Y,,177,5,209,183,220,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704878,IL23-3731,IL23-3731,subplot,741292,B4I_2025_ND_4062_subplot_1,1,4,4062,2,19,test,,,,,,,,,,3,20,66,74,7,28,70,65,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704878,IL23-3731,IL23-3731,subplot,741293,B4I_2025_ND_4062_subplot_2,1,4,4062,2,19,test,,,,,,,,,,9,22,66,75,6,29,67,68,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704878,IL23-3731,IL23-3731,subplot,741294,B4I_2025_ND_4062_subplot_3,1,4,4062,2,19,test,,,,,,,,,,9,24,68,71,8,29,63,70,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704791,IL23-2154,IL23-2154,plot,734568,B4I_2025_ND_4063,1,4,4063,2,18,test,,733359,NDP250169Y,,176,6,207,183,221,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704791,IL23-2154,IL23-2154,subplot,740776,B4I_2025_ND_4063_subplot_1,1,4,4063,2,18,test,,,,,,,,,,6,28,66,72,26,31,62,58,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704791,IL23-2154,IL23-2154,subplot,740777,B4I_2025_ND_4063_subplot_2,1,4,4063,2,18,test,,,,,,,,,,6,31,67,84,11,33,57,58,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704791,IL23-2154,IL23-2154,subplot,740778,B4I_2025_ND_4063_subplot_3,1,4,4063,2,18,test,,,,,,,,,,9,28,75,78,14,27,58,59,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",507827,IL19-5336,19-5336,plot,734586,B4I_2025_ND_4064,1,4,4064,2,17,test,,733340,NDP250076Y,,176,1,207,181,219,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",507827,IL19-5336,19-5336,subplot,740668,B4I_2025_ND_4064_subplot_1,1,4,4064,2,17,test,,,,,,,,,,7,24,70,68,13,32,69,62,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",507827,IL19-5336,19-5336,subplot,740669,B4I_2025_ND_4064_subplot_2,1,4,4064,2,17,test,,,,,,,,,,7,22,65,78,6,32,74,73,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",507827,IL19-5336,19-5336,subplot,740670,B4I_2025_ND_4064_subplot_3,1,4,4064,2,17,test,,,,,,,,,,7,26,72,76,9,34,72,86,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704902,IL23-4079,IL23-4079,plot,734524,B4I_2025_ND_4065,1,4,4065,2,16,test,,733451,NDP250045Y,,178,4,209,184,217,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704902,IL23-4079,IL23-4079,subplot,741391,B4I_2025_ND_4065_subplot_1,1,4,4065,2,16,test,,,,,,,,,,6,24,64,67,15,29,68,63,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704902,IL23-4079,IL23-4079,subplot,741392,B4I_2025_ND_4065_subplot_2,1,4,4065,2,16,test,,,,,,,,,,7,25,67,79,25,31,73,70,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704902,IL23-4079,IL23-4079,subplot,741393,B4I_2025_ND_4065_subplot_3,1,4,4065,2,16,test,,,,,,,,,,9,22,63,68,4,21,69,74,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704959,IL23-3759,IL23-3759,plot,734644,B4I_2025_ND_4066,1,4,4066,2,15,test,,733481,NDP250136G,,180,3,215,183,218,,,,,,,,,
