"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","germplasmEntryNumber","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Above ground dry biomass - g|day 154|COMP:0000067","Above ground dry biomass - g|day 178|COMP:0000068","Above ground dry biomass - g|day 199|COMP:0000069","Above ground dry biomass - g|day 217|COMP:0000070","Grain weight - g|CO_350:0005123","Grain yield - g/m2|CO_350:0000260","Lodging severity - 0-9 Rating|CO_350:0005007","Pea above ground dry biomass - g|day 154|COMP:0000083","Pea above ground dry biomass - g|day 178|COMP:0000084","Pea above ground dry biomass - g|day 199|COMP:0000085","Pea above ground dry biomass - g|day 217|COMP:0000086","Pea grain weight - g|COMP:0000009","Pea grain yield - g/m2|COMP:0000049","Pea plant establishment - plants/ft2|COMP:0000052","Pea plant height - cm|day 151|COMP:0000087","Pea plant height - cm|day 176|COMP:0000088","Pea plant height - cm|day 196|COMP:0000089","Pea plant height - cm|day 214|COMP:0000090","Plant establishment - plants/ft2|CO_350:0005124","Plant height - cm|day 151|COMP:0000075","Plant height - cm|day 176|COMP:0000076","Plant height - cm|day 196|COMP:0000077","Plant height - cm|day 214|COMP:0000078","Weed above ground dry biomass - g|day 154|COMP:0000079","Weed above ground dry biomass - g|day 178|COMP:0000080","Weed above ground dry biomass - g|day 199|COMP:0000081","Weed above ground dry biomass - g|day 217|COMP:0000082","notes","SpringOatPeaIntercrop_2024_NY_AUSTRIAN FIELD PEAS","SpringOatPeaIntercrop_2024_NY_DS Admiral","SpringOatPeaIntercrop_2024_NY_Frostmaster Peas","SpringOatPeaIntercrop_2024_NY_Icicle Winter Peas","SpringOatPeaIntercrop_2024_NY_Maxum","SpringOatPeaIntercrop_2024_NY_ND Dawn","SpringOatPeaIntercrop_2024_NY_ND Victory","SpringOatPeaIntercrop_2024_NY_NDP140510Y","SpringOatPeaIntercrop_2024_NY_NDP150231Y","SpringOatPeaIntercrop_2024_NY_NDP150412G","SpringOatPeaIntercrop_2024_NY_Organic 4010","SpringOatPeaIntercrop_2024_NY_delta field pea"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","100173","BUCKSKIN","Buckskin,IL 99-1338,IL99-1338","","subplot","713633","SpringOatPeaIntercrop_2024_NY_145_subplot_1","1","3","145","5","15","test","","","180","","","","","","","8.3","","","","","2","14","52","52","51","12","22","83","83","83","","85.9","","","","","","","","","","","1","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","100173","BUCKSKIN","Buckskin,IL 99-1338,IL99-1338","","subplot","713635","SpringOatPeaIntercrop_2024_NY_145_subplot_2","1","3","145","5","15","test","","","","","","","","","","","","","","","3","14","52","61","53","39","25","86","87","87","","","","","","","","","","","","","1","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","100173","BUCKSKIN","Buckskin,IL 99-1338,IL99-1338","","subplot","713638","SpringOatPeaIntercrop_2024_NY_145_subplot_3","1","3","145","5","15","test","","","","178.9","","","","","","","26.6","","","","8","17","48","63","67","19","25","84","84","87","","","133.7","","","","","","","","","","1","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","100173","BUCKSKIN","Buckskin,IL 99-1338,IL99-1338","","plot","711247","SpringOatPeaIntercrop_2024_NY_146","1","3","146","5","16","test","","","","","","78","27","0","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","100173","BUCKSKIN","Buckskin,IL 99-1338,IL99-1338","","subplot","714014","SpringOatPeaIntercrop_2024_NY_146_subplot_1","1","3","146","5","16","test","","","242.8","","","","","","","3.3","","","","","1","0","0","0","0","18","25","84","87","87","","44","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","100173","BUCKSKIN","Buckskin,IL 99-1338,IL99-1338","","subplot","714016","SpringOatPeaIntercrop_2024_NY_146_subplot_2","1","3","146","5","16","test","","","","","","","","","","","","","","","0","0","0","0","0","23","27","79","82","78","","","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","100173","BUCKSKIN","Buckskin,IL 99-1338,IL99-1338","","subplot","714017","SpringOatPeaIntercrop_2024_NY_146_subplot_3","1","3","146","5","16","test","","","","123.4","","","","","","","0","","","","0","0","0","0","0","6","22","82","86","83","","","173.7","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","499634","A10","A10","","plot","711270","SpringOatPeaIntercrop_2024_NY_147","1","3","147","5","17","test","","","","","","132","51","0","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","499634","A10","A10","","subplot","713895","SpringOatPeaIntercrop_2024_NY_147_subplot_1","1","3","147","5","17","test","","","124.6","","","","","","","0","","","","","0","0","0","0","0","12","17","65","76","91","","82.8","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","499634","A10","A10","","subplot","713897","SpringOatPeaIntercrop_2024_NY_147_subplot_2","1","3","147","5","17","test","","","","","","","","","","","","","","","0","0","0","0","0","18","16","69","90","86","","","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","499634","A10","A10","","subplot","713899","SpringOatPeaIntercrop_2024_NY_147_subplot_3","1","3","147","5","17","test","","","","229.5","","","","","","","0","","","","0","0","0","0","0","18","15","67","87","91","","","60.6","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","499634","A10","A10","","plot","711191","SpringOatPeaIntercrop_2024_NY_148","1","3","148","5","18","test","","","","","","132","54","0","","","","","38","15","","","","","","","","","","","","","","","","","","","","","","","","","","1",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","499634","A10","A10","","subplot","713730","SpringOatPeaIntercrop_2024_NY_148_subplot_1","1","3","148","5","18","test","","","133.8","","","","","","","29.2","","","","","7","14","68","69","84","16","19","81","73","94","","70.8","","","","","","","","","","","","","","1",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","499634","A10","A10","","subplot","713733","SpringOatPeaIntercrop_2024_NY_148_subplot_2","1","3","148","5","18","test","","","","","","","","","","","","","","","14","20","77","76","95","33","21","69","94","95","","","","","","","","","","","","","","","","1",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","499634","A10","A10","","subplot","713735","SpringOatPeaIntercrop_2024_NY_148_subplot_3","1","3","148","5","18","test","","","","196.1","","","","","","","13","","","","6","18","58","64","66","12","19","67","80","79","","","130.3","","","","","","","","","","","","","1",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","531141","SD190992","","","plot","711350","SpringOatPeaIntercrop_2024_NY_149","1","3","149","5","19","test","","","","","","352","93","1","","","","","4","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","531141","SD190992","","","subplot","714484","SpringOatPeaIntercrop_2024_NY_149_subplot_1","1","3","149","5","19","test","","33.9","","","","","","","0","","","","","","0","0","0","0","0","14","22","74","94","89","8.9","","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","531141","SD190992","","","subplot","714486","SpringOatPeaIntercrop_2024_NY_149_subplot_2","1","3","149","5","19","test","","","","","","","","","","","","","","","0","0","0","0","0","20","21","79","98","111","","","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","531141","SD190992","","","subplot","714488","SpringOatPeaIntercrop_2024_NY_149_subplot_3","1","3","149","5","19","test","","","","295.4","","","","","","","0","","","","0","0","0","0","0","15","24","73","93","91","","","61.9","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","510798","SD181237","SD181237","","subplot","714107","SpringOatPeaIntercrop_2024_NY_14_subplot_1","1","1","14","2","7","test","","28.7","","","","","","","4.4","","","","","","1","19","91","91","72","33","28","103","127","133","10.4","","","","","","","","","1","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","510798","SD181237","SD181237","","subplot","714108","SpringOatPeaIntercrop_2024_NY_14_subplot_2","1","1","14","2","7","test","","","","","","","","","","","","","","","3","23","100","97","91","21","27","105","128","131","","","","","","","","","","1","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","510798","SD181237","SD181237","","subplot","714109","SpringOatPeaIntercrop_2024_NY_14_subplot_3","1","1","14","2","7","test","","","","329.7","","","","","","","123.5","","","","6","21","90","103","71","36","27","100","127","126","","","52.5","","","","","","","1","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","510822","MN18015X_004","MN-18015X-004,MN18015X-004,MN18015X004","","plot","711174","SpringOatPeaIntercrop_2024_NY_15","1","1","15","2","6","test","","","","","","184","61","0","","","","","10","3","","","","","","","","","","","","","","","","","","","1","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","531141","SD190992","","","plot","711279","SpringOatPeaIntercrop_2024_NY_150","1","3","150","5","20","test","","","","","","162","64","0","","","","","20","8","","","","","","","","","","","","","","","","","","","","","","","","","1","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","531141","SD190992","","","subplot","714080","SpringOatPeaIntercrop_2024_NY_150_subplot_1","1","3","150","5","20","test","","32.1","","","","","","","6","","","","","","8","13","60","55","66","18","24","85","98","100","5","","","","","","","","","","","","","","1","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","531141","SD190992","","","subplot","714081","SpringOatPeaIntercrop_2024_NY_150_subplot_2","1","3","150","5","20","test","","","","","","","","","","","","","","","3","17","68","65","53","9","26","82","98","99","","","","","","","","","","","","","","","1","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","531141","SD190992","","","subplot","714082","SpringOatPeaIntercrop_2024_NY_150_subplot_3","1","3","150","5","20","test","","","","198.9","","","","","","","5","","","","0","9","36","59","53","13","17","75","97","99","","","113.8","","","","","","","","","","","","1","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","510822","MN18015X_004","MN-18015X-004,MN18015X-004,MN18015X004","","plot","711234","SpringOatPeaIntercrop_2024_NY_151","1","4","151","6","20","test","","","","","","112","43","0","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","510822","MN18015X_004","MN-18015X-004,MN18015X-004,MN18015X004","","subplot","713763","SpringOatPeaIntercrop_2024_NY_151_subplot_1","1","4","151","6","20","test","","","164.4","","","","","","","0","","","","","0","0","0","0","0","16","26","76","85","83","","79.9","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","510822","MN18015X_004","MN-18015X-004,MN18015X-004,MN18015X004","","subplot","713765","SpringOatPeaIntercrop_2024_NY_151_subplot_2","1","4","151","6","20","test","","","","","","","","","","","","","","","9","0","0","0","0","23","25","86","91","87","","","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","510822","MN18015X_004","MN-18015X-004,MN18015X-004,MN18015X004","","subplot","713767","SpringOatPeaIntercrop_2024_NY_151_subplot_3","1","4","151","6","20","test","","","","212.2","","","","","","","0","","","","0","0","0","0","0","17","24","77","86","90","","","136","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","510822","MN18015X_004","MN-18015X-004,MN18015X-004,MN18015X004","","plot","711254","SpringOatPeaIntercrop_2024_NY_152","1","4","152","6","19","test","","","","","","157","58","0","","","","","8","3","","","","","","","","","","","","","","","","","","1","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","510822","MN18015X_004","MN-18015X-004,MN18015X-004,MN18015X004","","subplot","713949","SpringOatPeaIntercrop_2024_NY_152_subplot_1","1","4","152","6","19","test","","","187.2","","","","","","","14.2","","","","","5","12","69","68","78","12","28","82","84","83","","76","","","","","","1","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","510822","MN18015X_004","MN-18015X-004,MN18015X-004,MN18015X004","","subplot","713951","SpringOatPeaIntercrop_2024_NY_152_subplot_2","1","4","152","6","19","test","","","","","","","","","","","","","","","4","9","58","64","84","16","26","83","97","98","","","","","","","","1","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","510822","MN18015X_004","MN-18015X-004,MN18015X-004,MN18015X004","","subplot","713953","SpringOatPeaIntercrop_2024_NY_152_subplot_3","1","4","152","6","19","test","","","","249.4","","","","","","","45.5","","","","7","10","59","75","64","16","22","76","86","97","","","57.4","","","","","1","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","202123","IL17-7339","17-7339","","plot","711276","SpringOatPeaIntercrop_2024_NY_153","1","4","153","6","18","test","","","","","","144","68","1","","","","","10","5","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","202123","IL17-7339","17-7339","","subplot","714104","SpringOatPeaIntercrop_2024_NY_153_subplot_1","1","4","153","6","18","test","","","","249.5","","","","","","","49.3","","","","7","11","46","72","60","12","23","72","70","74","","","112.1","","","","1","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","202123","IL17-7339","17-7339","","subplot","714105","SpringOatPeaIntercrop_2024_NY_153_subplot_2","1","4","153","6","18","test","","","","","","","","","","","","","","","7","9","46","50","48","36","24","63","75","74","","","","","","","1","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","202123","IL17-7339","17-7339","","subplot","714106","SpringOatPeaIntercrop_2024_NY_153_subplot_3","1","4","153","6","18","test","","","137.2","","","","","","","7.7","","","","","3","14","51","44","45","17","20","64","73","75","","54.4","","","","","1","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","202123","IL17-7339","17-7339","","plot","711186","SpringOatPeaIntercrop_2024_NY_154","1","4","154","6","17","test","","","","","","211","82","0","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","202123","IL17-7339","17-7339","","subplot","713526","SpringOatPeaIntercrop_2024_NY_154_subplot_1","1","4","154","6","17","test","","","","284.6","","","","","","","0","","","","0","0","0","0","0","24","27","68","82","70","","","106.2","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","202123","IL17-7339","17-7339","","subplot","713528","SpringOatPeaIntercrop_2024_NY_154_subplot_2","1","4","154","6","17","test","","","","","","","","","","","","","","","0","0","0","0","0","18","30","71","77","75","","","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","202123","IL17-7339","17-7339","","subplot","713530","SpringOatPeaIntercrop_2024_NY_154_subplot_3","1","4","154","6","17","test","","","197.5","","","","","","","0","","","","","0","0","0","0","0","25","27","70","81","75","","37.3","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","102599","LEGGETT","01RAT27,LEGGET,Leggett,Leggett (ck),OT2021,RL 1962,W00371","","plot","711349","SpringOatPeaIntercrop_2024_NY_155","1","4","155","6","16","test","","","","","","239","98","2","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","102599","LEGGETT","01RAT27,LEGGET,Leggett,Leggett (ck),OT2021,RL 1962,W00371","","subplot","714513","SpringOatPeaIntercrop_2024_NY_155_subplot_1","1","4","155","6","16","test","","","162.2","","","","","","","0","","","","","0","0","0","0","0","17","24","76","88","92","","30.7","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","102599","LEGGETT","01RAT27,LEGGET,Leggett,Leggett (ck),OT2021,RL 1962,W00371","","subplot","714515","SpringOatPeaIntercrop_2024_NY_155_subplot_2","1","4","155","6","16","test","","","","","","","","","","","","","","","0","0","0","0","0","16","22","81","97","100","","","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","102599","LEGGETT","01RAT27,LEGGET,Leggett,Leggett (ck),OT2021,RL 1962,W00371","","subplot","714517","SpringOatPeaIntercrop_2024_NY_155_subplot_3","1","4","155","6","16","test","","","","","211.8","","","","","","","0","","","0","0","0","0","0","12","25","73","91","89","","","","113.1","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","102599","LEGGETT","01RAT27,LEGGET,Leggett,Leggett (ck),OT2021,RL 1962,W00371","","plot","711316","SpringOatPeaIntercrop_2024_NY_156","1","4","156","6","15","test","","","","","","264","99","5","","","","","12","4","","","","","","","","","","","","","","","","","","","","","","","1","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","102599","LEGGETT","01RAT27,LEGGET,Leggett,Leggett (ck),OT2021,RL 1962,W00371","","subplot","714134","SpringOatPeaIntercrop_2024_NY_156_subplot_1","1","4","156","6","15","test","","","211.3","","","","","","","11","","","","","2","11","42","58","67","11","22","75","100","104","","44","","","","","","","","","","","1","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","102599","LEGGETT","01RAT27,LEGGET,Leggett,Leggett (ck),OT2021,RL 1962,W00371","","subplot","714136","SpringOatPeaIntercrop_2024_NY_156_subplot_2","1","4","156","6","15","test","","","","","","","","","","","","","","","7","17","58","26","53","15","31","84","103","105","","","","","","","","","","","","","1","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","102599","LEGGETT","01RAT27,LEGGET,Leggett,Leggett (ck),OT2021,RL 1962,W00371","","subplot","714138","SpringOatPeaIntercrop_2024_NY_156_subplot_3","1","4","156","6","15","test","","","","","313.9","","","","","","","10.5","","","10","10","43","40","43","31","26","89","99","100","","","","66.3","","","","","","","","","1","","","",""
