subplot_name,subplot_id,plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,subplot_number,Plant Height (Text),Pea Plant Height (Text)
SpringOatPeaIntercrop_2024_NY_63_subplot_1,714145,SpringOatPeaIntercrop_2024_NY_63,REINS,63,2,,1,,,1,23,0
SpringOatPeaIntercrop_2024_NY_63_subplot_2,714147,SpringOatPeaIntercrop_2024_NY_63,REINS,63,2,,1,,,2,30,0
SpringOatPeaIntercrop_2024_NY_63_subplot_3,714149,SpringOatPeaIntercrop_2024_NY_63,REINS,63,2,,1,,,3,31,0
SpringOatPeaIntercrop_2024_NY_64_subplot_1,714252,SpringOatPeaIntercrop_2024_NY_64,REINS,64,2,,1,,,1,25,13
SpringOatPeaIntercrop_2024_NY_64_subplot_2,714254,SpringOatPeaIntercrop_2024_NY_64,REINS,64,2,,1,,,2,33,15
SpringOatPeaIntercrop_2024_NY_64_subplot_3,714256,SpringOatPeaIntercrop_2024_NY_64,REINS,64,2,,1,,,3,21,12
SpringOatPeaIntercrop_2024_NY_65_subplot_1,713602,SpringOatPeaIntercrop_2024_NY_65,GOLIATH,65,2,,1,,,1,26,15
SpringOatPeaIntercrop_2024_NY_65_subplot_2,713604,SpringOatPeaIntercrop_2024_NY_65,GOLIATH,65,2,,1,,,2,35,19
SpringOatPeaIntercrop_2024_NY_65_subplot_3,713606,SpringOatPeaIntercrop_2024_NY_65,GOLIATH,65,2,,1,,,3,30,16
SpringOatPeaIntercrop_2024_NY_66_subplot_1,714584,SpringOatPeaIntercrop_2024_NY_66,GOLIATH,66,2,,1,,,1,27,0
SpringOatPeaIntercrop_2024_NY_66_subplot_2,714586,SpringOatPeaIntercrop_2024_NY_66,GOLIATH,66,2,,1,,,2,32,0
SpringOatPeaIntercrop_2024_NY_66_subplot_3,714588,SpringOatPeaIntercrop_2024_NY_66,GOLIATH,66,2,,1,,,3,25,0
SpringOatPeaIntercrop_2024_NY_67_subplot_1,714050,SpringOatPeaIntercrop_2024_NY_67,SD181377,67,2,,1,,,1,26,15
SpringOatPeaIntercrop_2024_NY_67_subplot_2,714051,SpringOatPeaIntercrop_2024_NY_67,SD181377,67,2,,1,,,2,29,19
SpringOatPeaIntercrop_2024_NY_67_subplot_3,714052,SpringOatPeaIntercrop_2024_NY_67,SD181377,67,2,,1,,,3,33,21
SpringOatPeaIntercrop_2024_NY_68_subplot_1,713937,SpringOatPeaIntercrop_2024_NY_68,SD181377,68,2,,1,,,1,25,0
SpringOatPeaIntercrop_2024_NY_68_subplot_2,713939,SpringOatPeaIntercrop_2024_NY_68,SD181377,68,2,,1,,,2,25,0
SpringOatPeaIntercrop_2024_NY_68_subplot_3,713941,SpringOatPeaIntercrop_2024_NY_68,SD181377,68,2,,1,,,3,27,0
SpringOatPeaIntercrop_2024_NY_69_subplot_1,714555,SpringOatPeaIntercrop_2024_NY_69,BAKER,69,2,,1,,,1,28,15
SpringOatPeaIntercrop_2024_NY_69_subplot_2,714557,SpringOatPeaIntercrop_2024_NY_69,BAKER,69,2,,1,,,2,33,18
SpringOatPeaIntercrop_2024_NY_69_subplot_3,714559,SpringOatPeaIntercrop_2024_NY_69,BAKER,69,2,,1,,,3,26,20
SpringOatPeaIntercrop_2024_NY_70_subplot_1,714461,SpringOatPeaIntercrop_2024_NY_70,BAKER,70,2,,1,,,1,26,0
SpringOatPeaIntercrop_2024_NY_70_subplot_2,714462,SpringOatPeaIntercrop_2024_NY_70,BAKER,70,2,,1,,,2,26,0
SpringOatPeaIntercrop_2024_NY_70_subplot_3,714464,SpringOatPeaIntercrop_2024_NY_70,BAKER,70,2,,1,,,3,26,0
SpringOatPeaIntercrop_2024_NY_71_subplot_1,714543,SpringOatPeaIntercrop_2024_NY_71,IL15-5752,71,2,,1,,,1,30,15
SpringOatPeaIntercrop_2024_NY_71_subplot_2,714545,SpringOatPeaIntercrop_2024_NY_71,IL15-5752,71,2,,1,,,2,28,14
SpringOatPeaIntercrop_2024_NY_71_subplot_3,714547,SpringOatPeaIntercrop_2024_NY_71,IL15-5752,71,2,,1,,,3,21,15
SpringOatPeaIntercrop_2024_NY_72_subplot_1,713781,SpringOatPeaIntercrop_2024_NY_72,IL15-5752,72,2,,1,,,1,26,0
SpringOatPeaIntercrop_2024_NY_72_subplot_2,713783,SpringOatPeaIntercrop_2024_NY_72,IL15-5752,72,2,,1,,,2,27,0
SpringOatPeaIntercrop_2024_NY_72_subplot_3,713785,SpringOatPeaIntercrop_2024_NY_72,IL15-5752,72,2,,1,,,3,26,0
SpringOatPeaIntercrop_2024_NY_73_subplot_1,714074,SpringOatPeaIntercrop_2024_NY_73,HORSEPOWER,73,2,,1,,,1,31,0
SpringOatPeaIntercrop_2024_NY_73_subplot_2,714075,SpringOatPeaIntercrop_2024_NY_73,HORSEPOWER,73,2,,1,,,2,33,0
SpringOatPeaIntercrop_2024_NY_73_subplot_3,714076,SpringOatPeaIntercrop_2024_NY_73,HORSEPOWER,73,2,,1,,,3,29,0
SpringOatPeaIntercrop_2024_NY_74_subplot_1,714519,SpringOatPeaIntercrop_2024_NY_74,HORSEPOWER,74,2,,1,,,1,26,13
SpringOatPeaIntercrop_2024_NY_74_subplot_2,714521,SpringOatPeaIntercrop_2024_NY_74,HORSEPOWER,74,2,,1,,,2,32,10
SpringOatPeaIntercrop_2024_NY_74_subplot_3,714523,SpringOatPeaIntercrop_2024_NY_74,HORSEPOWER,74,2,,1,,,3,33,12
SpringOatPeaIntercrop_2024_NY_75_subplot_1,713646,SpringOatPeaIntercrop_2024_NY_75,ND170376,75,2,,1,,,1,26,0
SpringOatPeaIntercrop_2024_NY_75_subplot_2,713648,SpringOatPeaIntercrop_2024_NY_75,ND170376,75,2,,1,,,2,23,0
SpringOatPeaIntercrop_2024_NY_75_subplot_3,713650,SpringOatPeaIntercrop_2024_NY_75,ND170376,75,2,,1,,,3,21,0
SpringOatPeaIntercrop_2024_NY_76_subplot_1,714282,SpringOatPeaIntercrop_2024_NY_76,ND170376,76,2,,1,,,1,26,19
SpringOatPeaIntercrop_2024_NY_76_subplot_2,714284,SpringOatPeaIntercrop_2024_NY_76,ND170376,76,2,,1,,,2,33,19
SpringOatPeaIntercrop_2024_NY_76_subplot_3,714286,SpringOatPeaIntercrop_2024_NY_76,ND170376,76,2,,1,,,3,25,18
SpringOatPeaIntercrop_2024_NY_77_subplot_1,714211,SpringOatPeaIntercrop_2024_NY_77,OGLE,77,2,1,1,,,1,27,19
SpringOatPeaIntercrop_2024_NY_77_subplot_2,714213,SpringOatPeaIntercrop_2024_NY_77,OGLE,77,2,1,1,,,2,30,12
SpringOatPeaIntercrop_2024_NY_77_subplot_3,714215,SpringOatPeaIntercrop_2024_NY_77,OGLE,77,2,1,1,,,3,30,20
SpringOatPeaIntercrop_2024_NY_78_subplot_1,713865,SpringOatPeaIntercrop_2024_NY_78,OGLE,78,2,1,1,,,1,26,0
SpringOatPeaIntercrop_2024_NY_78_subplot_2,713867,SpringOatPeaIntercrop_2024_NY_78,OGLE,78,2,1,1,,,2,26,0
SpringOatPeaIntercrop_2024_NY_78_subplot_3,713869,SpringOatPeaIntercrop_2024_NY_78,OGLE,78,2,1,1,,,3,30,0
SpringOatPeaIntercrop_2024_NY_79_subplot_1,714311,SpringOatPeaIntercrop_2024_NY_79,OT3120,79,2,,1,,,1,28,15
SpringOatPeaIntercrop_2024_NY_79_subplot_2,714313,SpringOatPeaIntercrop_2024_NY_79,OT3120,79,2,,1,,,2,29,21
SpringOatPeaIntercrop_2024_NY_79_subplot_3,714315,SpringOatPeaIntercrop_2024_NY_79,OT3120,79,2,,1,,,3,26,18
SpringOatPeaIntercrop_2024_NY_80_subplot_1,714537,SpringOatPeaIntercrop_2024_NY_80,OT3120,80,2,,1,,,1,27,0
SpringOatPeaIntercrop_2024_NY_80_subplot_2,714539,SpringOatPeaIntercrop_2024_NY_80,OT3120,80,2,,1,,,2,28,0
SpringOatPeaIntercrop_2024_NY_80_subplot_3,714541,SpringOatPeaIntercrop_2024_NY_80,OT3120,80,2,,1,,,3,26,0
SpringOatPeaIntercrop_2024_NY_81_subplot_1,714466,SpringOatPeaIntercrop_2024_NY_81,SD180580,81,2,,1,,,1,27,0
SpringOatPeaIntercrop_2024_NY_81_subplot_2,714468,SpringOatPeaIntercrop_2024_NY_81,SD180580,81,2,,1,,,2,29,0
SpringOatPeaIntercrop_2024_NY_81_subplot_3,714470,SpringOatPeaIntercrop_2024_NY_81,SD180580,81,2,,1,,,3,26,0
SpringOatPeaIntercrop_2024_NY_82_subplot_1,713871,SpringOatPeaIntercrop_2024_NY_82,SD180580,82,2,,1,,,1,32,15
SpringOatPeaIntercrop_2024_NY_82_subplot_2,713873,SpringOatPeaIntercrop_2024_NY_82,SD180580,82,2,,1,,,2,36,16
SpringOatPeaIntercrop_2024_NY_82_subplot_3,713875,SpringOatPeaIntercrop_2024_NY_82,SD180580,82,2,,1,,,3,24,12
SpringOatPeaIntercrop_2024_NY_83_subplot_1,714053,SpringOatPeaIntercrop_2024_NY_83,EXCEL,83,2,,1,,,1,28,0
SpringOatPeaIntercrop_2024_NY_83_subplot_2,714054,SpringOatPeaIntercrop_2024_NY_83,EXCEL,83,2,,1,,,2,27,0
SpringOatPeaIntercrop_2024_NY_83_subplot_3,714055,SpringOatPeaIntercrop_2024_NY_83,EXCEL,83,2,,1,,,3,28,0
SpringOatPeaIntercrop_2024_NY_84_subplot_1,714472,SpringOatPeaIntercrop_2024_NY_84,EXCEL,84,2,,1,,,1,37,17
SpringOatPeaIntercrop_2024_NY_84_subplot_2,714474,SpringOatPeaIntercrop_2024_NY_84,EXCEL,84,2,,1,,,2,31,15
SpringOatPeaIntercrop_2024_NY_84_subplot_3,714476,SpringOatPeaIntercrop_2024_NY_84,EXCEL,84,2,,1,,,3,27,12
SpringOatPeaIntercrop_2024_NY_85_subplot_1,713711,SpringOatPeaIntercrop_2024_NY_85,GOPHER,85,2,,1,,,1,30,18
SpringOatPeaIntercrop_2024_NY_85_subplot_2,713713,SpringOatPeaIntercrop_2024_NY_85,GOPHER,85,2,,1,,,2,30,20
SpringOatPeaIntercrop_2024_NY_85_subplot_3,713715,SpringOatPeaIntercrop_2024_NY_85,GOPHER,85,2,,1,,,3,29,20
SpringOatPeaIntercrop_2024_NY_86_subplot_1,714396,SpringOatPeaIntercrop_2024_NY_86,GOPHER,86,2,,1,,,1,28,0
SpringOatPeaIntercrop_2024_NY_86_subplot_2,714398,SpringOatPeaIntercrop_2024_NY_86,GOPHER,86,2,,1,,,2,24,0
SpringOatPeaIntercrop_2024_NY_86_subplot_3,714400,SpringOatPeaIntercrop_2024_NY_86,GOPHER,86,2,,1,,,3,27,0
SpringOatPeaIntercrop_2024_NY_87_subplot_1,714140,SpringOatPeaIntercrop_2024_NY_87,IL17-1704,87,2,,1,,,1,27,9
SpringOatPeaIntercrop_2024_NY_87_subplot_2,714142,SpringOatPeaIntercrop_2024_NY_87,IL17-1704,87,2,,1,,,2,28,7
SpringOatPeaIntercrop_2024_NY_87_subplot_3,714143,SpringOatPeaIntercrop_2024_NY_87,IL17-1704,87,2,,1,,,3,26,7
SpringOatPeaIntercrop_2024_NY_88_subplot_1,713806,SpringOatPeaIntercrop_2024_NY_88,IL17-1704,88,2,,1,,,1,28,0
SpringOatPeaIntercrop_2024_NY_88_subplot_2,713808,SpringOatPeaIntercrop_2024_NY_88,IL17-1704,88,2,,1,,,2,23,0
SpringOatPeaIntercrop_2024_NY_88_subplot_3,713809,SpringOatPeaIntercrop_2024_NY_88,IL17-1704,88,2,,1,,,3,29,0
SpringOatPeaIntercrop_2024_NY_89_subplot_1,714365,SpringOatPeaIntercrop_2024_NY_89,SPURS,89,2,,1,,,1,27,0
SpringOatPeaIntercrop_2024_NY_89_subplot_2,714367,SpringOatPeaIntercrop_2024_NY_89,SPURS,89,2,,1,,,2,28,0
SpringOatPeaIntercrop_2024_NY_89_subplot_3,714370,SpringOatPeaIntercrop_2024_NY_89,SPURS,89,2,,1,,,3,29,0
SpringOatPeaIntercrop_2024_NY_90_subplot_1,714402,SpringOatPeaIntercrop_2024_NY_90,SPURS,90,2,,1,,,1,31,21
SpringOatPeaIntercrop_2024_NY_90_subplot_2,714404,SpringOatPeaIntercrop_2024_NY_90,SPURS,90,2,,1,,,2,27,19
SpringOatPeaIntercrop_2024_NY_90_subplot_3,714406,SpringOatPeaIntercrop_2024_NY_90,SPURS,90,2,,1,,,3,27,16
SpringOatPeaIntercrop_2024_NY_91_subplot_1,714264,SpringOatPeaIntercrop_2024_NY_91,OT2130,91,2,,1,,,1,29,0
SpringOatPeaIntercrop_2024_NY_91_subplot_2,714266,SpringOatPeaIntercrop_2024_NY_91,OT2130,91,2,,1,,,2,26,0
SpringOatPeaIntercrop_2024_NY_91_subplot_3,714268,SpringOatPeaIntercrop_2024_NY_91,OT2130,91,2,,1,,,3,25,0
SpringOatPeaIntercrop_2024_NY_92_subplot_1,713996,SpringOatPeaIntercrop_2024_NY_92,OT2130,92,2,,1,,,1,29,6
SpringOatPeaIntercrop_2024_NY_92_subplot_2,713998,SpringOatPeaIntercrop_2024_NY_92,OT2130,92,2,,1,,,2,34,4
SpringOatPeaIntercrop_2024_NY_92_subplot_3,714000,SpringOatPeaIntercrop_2024_NY_92,OT2130,92,2,,1,,,3,30,3
SpringOatPeaIntercrop_2024_NY_93_subplot_1,714122,SpringOatPeaIntercrop_2024_NY_93,OGLE,93,2,,1,,,1,29,22
SpringOatPeaIntercrop_2024_NY_93_subplot_2,714123,SpringOatPeaIntercrop_2024_NY_93,OGLE,93,2,,1,,,2,32,16
SpringOatPeaIntercrop_2024_NY_93_subplot_3,714124,SpringOatPeaIntercrop_2024_NY_93,OGLE,93,2,,1,,,3,22,16
SpringOatPeaIntercrop_2024_NY_94_subplot_1,714258,SpringOatPeaIntercrop_2024_NY_94,OGLE,94,2,,1,,,1,30,0
SpringOatPeaIntercrop_2024_NY_94_subplot_2,714260,SpringOatPeaIntercrop_2024_NY_94,OGLE,94,2,,1,,,2,32,0
SpringOatPeaIntercrop_2024_NY_94_subplot_3,714262,SpringOatPeaIntercrop_2024_NY_94,OGLE,94,2,,1,,,3,28,0
SpringOatPeaIntercrop_2024_NY_95_subplot_1,713583,SpringOatPeaIntercrop_2024_NY_95,A10,95,2,,1,,,1,22,17
SpringOatPeaIntercrop_2024_NY_95_subplot_2,713585,SpringOatPeaIntercrop_2024_NY_95,A10,95,2,,1,,,2,27,14
SpringOatPeaIntercrop_2024_NY_95_subplot_3,713587,SpringOatPeaIntercrop_2024_NY_95,A10,95,2,,1,,,3,26,15
SpringOatPeaIntercrop_2024_NY_96_subplot_1,714525,SpringOatPeaIntercrop_2024_NY_96,A10,96,2,,1,,,1,22,0
SpringOatPeaIntercrop_2024_NY_96_subplot_2,714527,SpringOatPeaIntercrop_2024_NY_96,A10,96,2,,1,,,2,21,0
SpringOatPeaIntercrop_2024_NY_96_subplot_3,714529,SpringOatPeaIntercrop_2024_NY_96,A10,96,2,,1,,,3,21,0
SpringOatPeaIntercrop_2024_NY_97_subplot_1,714041,SpringOatPeaIntercrop_2024_NY_97,SD181245,97,2,,1,,,1,32,19
SpringOatPeaIntercrop_2024_NY_97_subplot_2,714042,SpringOatPeaIntercrop_2024_NY_97,SD181245,97,2,,1,,,2,34,17
SpringOatPeaIntercrop_2024_NY_97_subplot_3,714043,SpringOatPeaIntercrop_2024_NY_97,SD181245,97,2,,1,,,3,29,14
SpringOatPeaIntercrop_2024_NY_98_subplot_1,713907,SpringOatPeaIntercrop_2024_NY_98,SD181245,98,2,,1,,,1,33,0
SpringOatPeaIntercrop_2024_NY_98_subplot_2,713909,SpringOatPeaIntercrop_2024_NY_98,SD181245,98,2,,1,,,2,29,0
SpringOatPeaIntercrop_2024_NY_98_subplot_3,713911,SpringOatPeaIntercrop_2024_NY_98,SD181245,98,2,,1,,,3,26,0
SpringOatPeaIntercrop_2024_NY_99_subplot_1,714572,SpringOatPeaIntercrop_2024_NY_99,ND161488,99,2,,1,,,1,33,15
SpringOatPeaIntercrop_2024_NY_99_subplot_2,714574,SpringOatPeaIntercrop_2024_NY_99,ND161488,99,2,,1,,,2,34,26
SpringOatPeaIntercrop_2024_NY_99_subplot_3,714576,SpringOatPeaIntercrop_2024_NY_99,ND161488,99,2,,1,,,3,29,14
SpringOatPeaIntercrop_2024_NY_100_subplot_1,713889,SpringOatPeaIntercrop_2024_NY_100,ND161488,100,2,,1,,,1,30,0
SpringOatPeaIntercrop_2024_NY_100_subplot_2,713891,SpringOatPeaIntercrop_2024_NY_100,ND161488,100,2,,1,,,2,30,0
SpringOatPeaIntercrop_2024_NY_100_subplot_3,713893,SpringOatPeaIntercrop_2024_NY_100,ND161488,100,2,,1,,,3,36,0
SpringOatPeaIntercrop_2024_NY_101_subplot_1,714044,SpringOatPeaIntercrop_2024_NY_101,COLT,101,3,,1,,,1,20,11
SpringOatPeaIntercrop_2024_NY_101_subplot_2,714045,SpringOatPeaIntercrop_2024_NY_101,COLT,101,3,,1,,,2,26,11
SpringOatPeaIntercrop_2024_NY_101_subplot_3,714046,SpringOatPeaIntercrop_2024_NY_101,COLT,101,3,,1,,,3,28,18
SpringOatPeaIntercrop_2024_NY_102_subplot_1,714217,SpringOatPeaIntercrop_2024_NY_102,COLT,102,3,,1,,,1,30,0
SpringOatPeaIntercrop_2024_NY_102_subplot_2,714219,SpringOatPeaIntercrop_2024_NY_102,COLT,102,3,,1,,,2,23,0
SpringOatPeaIntercrop_2024_NY_102_subplot_3,714221,SpringOatPeaIntercrop_2024_NY_102,COLT,102,3,,1,,,3,22,0
SpringOatPeaIntercrop_2024_NY_103_subplot_1,713847,SpringOatPeaIntercrop_2024_NY_103,SPURS,103,3,,1,,,1,26,19
SpringOatPeaIntercrop_2024_NY_103_subplot_2,713849,SpringOatPeaIntercrop_2024_NY_103,SPURS,103,3,,1,,,2,28,22
SpringOatPeaIntercrop_2024_NY_103_subplot_3,713851,SpringOatPeaIntercrop_2024_NY_103,SPURS,103,3,,1,,,3,27,20
SpringOatPeaIntercrop_2024_NY_104_subplot_1,714299,SpringOatPeaIntercrop_2024_NY_104,SPURS,104,3,,1,,,1,25,0
SpringOatPeaIntercrop_2024_NY_104_subplot_2,714301,SpringOatPeaIntercrop_2024_NY_104,SPURS,104,3,,1,,,2,23,0
SpringOatPeaIntercrop_2024_NY_104_subplot_3,714303,SpringOatPeaIntercrop_2024_NY_104,SPURS,104,3,,1,,,3,24,0
SpringOatPeaIntercrop_2024_NY_105_subplot_1,713724,SpringOatPeaIntercrop_2024_NY_105,WI_X10710-7,105,3,,1,,,1,24,17
SpringOatPeaIntercrop_2024_NY_105_subplot_2,713726,SpringOatPeaIntercrop_2024_NY_105,WI_X10710-7,105,3,,1,,,2,23,18
SpringOatPeaIntercrop_2024_NY_105_subplot_3,713728,SpringOatPeaIntercrop_2024_NY_105,WI_X10710-7,105,3,,1,,,3,26,18
SpringOatPeaIntercrop_2024_NY_106_subplot_1,713919,SpringOatPeaIntercrop_2024_NY_106,WI_X10710-7,106,3,,1,,,1,25,0
SpringOatPeaIntercrop_2024_NY_106_subplot_2,713921,SpringOatPeaIntercrop_2024_NY_106,WI_X10710-7,106,3,,1,,,2,23,0
SpringOatPeaIntercrop_2024_NY_106_subplot_3,713923,SpringOatPeaIntercrop_2024_NY_106,WI_X10710-7,106,3,,1,,,3,22,0
SpringOatPeaIntercrop_2024_NY_107_subplot_1,713973,SpringOatPeaIntercrop_2024_NY_107,IL17-7339,107,3,,1,,,1,25,0
SpringOatPeaIntercrop_2024_NY_107_subplot_2,713975,SpringOatPeaIntercrop_2024_NY_107,IL17-7339,107,3,,1,,,2,22,0
SpringOatPeaIntercrop_2024_NY_107_subplot_3,713977,SpringOatPeaIntercrop_2024_NY_107,IL17-7339,107,3,,1,,,3,24,0
SpringOatPeaIntercrop_2024_NY_108_subplot_1,713666,SpringOatPeaIntercrop_2024_NY_108,IL17-7339,108,3,,1,,,1,30,15
SpringOatPeaIntercrop_2024_NY_108_subplot_2,713668,SpringOatPeaIntercrop_2024_NY_108,IL17-7339,108,3,,1,,,2,23,15
SpringOatPeaIntercrop_2024_NY_108_subplot_3,713670,SpringOatPeaIntercrop_2024_NY_108,IL17-7339,108,3,,1,,,3,23,16
SpringOatPeaIntercrop_2024_NY_109_subplot_1,714561,SpringOatPeaIntercrop_2024_NY_109,SABER,109,3,,1,,,1,23,0
SpringOatPeaIntercrop_2024_NY_109_subplot_2,714563,SpringOatPeaIntercrop_2024_NY_109,SABER,109,3,,1,,,2,22,0
SpringOatPeaIntercrop_2024_NY_109_subplot_3,714565,SpringOatPeaIntercrop_2024_NY_109,SABER,109,3,,1,,,3,30,0
SpringOatPeaIntercrop_2024_NY_110_subplot_1,713756,SpringOatPeaIntercrop_2024_NY_110,SABER,110,3,,1,,,1,27,17
SpringOatPeaIntercrop_2024_NY_110_subplot_2,713758,SpringOatPeaIntercrop_2024_NY_110,SABER,110,3,,1,,,2,24,17
SpringOatPeaIntercrop_2024_NY_110_subplot_3,713761,SpringOatPeaIntercrop_2024_NY_110,SABER,110,3,,1,,,3,21,16
SpringOatPeaIntercrop_2024_NY_111_subplot_1,714077,SpringOatPeaIntercrop_2024_NY_111,A11,111,3,,1,,,1,22,15
SpringOatPeaIntercrop_2024_NY_111_subplot_2,714078,SpringOatPeaIntercrop_2024_NY_111,A11,111,3,,1,,,2,25,0
SpringOatPeaIntercrop_2024_NY_111_subplot_3,714079,SpringOatPeaIntercrop_2024_NY_111,A11,111,3,,1,,,3,22,0
SpringOatPeaIntercrop_2024_NY_112_subplot_1,714131,SpringOatPeaIntercrop_2024_NY_112,A11,112,3,,1,,,1,19,19
SpringOatPeaIntercrop_2024_NY_112_subplot_2,714132,SpringOatPeaIntercrop_2024_NY_112,A11,112,3,,1,,,2,24,19
SpringOatPeaIntercrop_2024_NY_112_subplot_3,714133,SpringOatPeaIntercrop_2024_NY_112,A11,112,3,,1,,,3,21,19
SpringOatPeaIntercrop_2024_NY_113_subplot_1,713823,SpringOatPeaIntercrop_2024_NY_113,OT2130,113,3,,1,,,1,29,21
SpringOatPeaIntercrop_2024_NY_113_subplot_2,713825,SpringOatPeaIntercrop_2024_NY_113,OT2130,113,3,,1,,,2,25,15
SpringOatPeaIntercrop_2024_NY_113_subplot_3,713827,SpringOatPeaIntercrop_2024_NY_113,OT2130,113,3,,1,,,3,19,19
SpringOatPeaIntercrop_2024_NY_114_subplot_1,714378,SpringOatPeaIntercrop_2024_NY_114,OT2130,114,3,,1,,,1,21,0
SpringOatPeaIntercrop_2024_NY_114_subplot_2,714380,SpringOatPeaIntercrop_2024_NY_114,OT2130,114,3,,1,,,2,24,0
SpringOatPeaIntercrop_2024_NY_114_subplot_3,714382,SpringOatPeaIntercrop_2024_NY_114,OT2130,114,3,,1,,,3,23,0
SpringOatPeaIntercrop_2024_NY_115_subplot_1,713627,SpringOatPeaIntercrop_2024_NY_115,SD191467,115,3,,1,,,1,27,0
SpringOatPeaIntercrop_2024_NY_115_subplot_2,713629,SpringOatPeaIntercrop_2024_NY_115,SD191467,115,3,,1,,,2,23,0
SpringOatPeaIntercrop_2024_NY_115_subplot_3,713631,SpringOatPeaIntercrop_2024_NY_115,SD191467,115,3,,1,,,3,21,0
SpringOatPeaIntercrop_2024_NY_116_subplot_1,714008,SpringOatPeaIntercrop_2024_NY_116,SD191467,116,3,,1,,,1,21,18
SpringOatPeaIntercrop_2024_NY_116_subplot_2,714010,SpringOatPeaIntercrop_2024_NY_116,SD191467,116,3,,1,,,2,23,15
SpringOatPeaIntercrop_2024_NY_116_subplot_3,714012,SpringOatPeaIntercrop_2024_NY_116,SD191467,116,3,,1,,,3,29,22
SpringOatPeaIntercrop_2024_NY_117_subplot_1,713925,SpringOatPeaIntercrop_2024_NY_117,DEON,117,3,,1,,,1,22,0
SpringOatPeaIntercrop_2024_NY_117_subplot_2,713927,SpringOatPeaIntercrop_2024_NY_117,DEON,117,3,,1,,,2,27,0
SpringOatPeaIntercrop_2024_NY_117_subplot_3,713929,SpringOatPeaIntercrop_2024_NY_117,DEON,117,3,,1,,,3,22,0
SpringOatPeaIntercrop_2024_NY_118_subplot_1,713685,SpringOatPeaIntercrop_2024_NY_118,DEON,118,3,,1,,,1,24,18
SpringOatPeaIntercrop_2024_NY_118_subplot_2,713687,SpringOatPeaIntercrop_2024_NY_118,DEON,118,3,,1,,,2,26,18
SpringOatPeaIntercrop_2024_NY_118_subplot_3,713689,SpringOatPeaIntercrop_2024_NY_118,DEON,118,3,,1,,,3,31,17
SpringOatPeaIntercrop_2024_NY_119_subplot_1,714455,SpringOatPeaIntercrop_2024_NY_119,SD170935,119,3,,1,,,1,28,0
SpringOatPeaIntercrop_2024_NY_119_subplot_2,714457,SpringOatPeaIntercrop_2024_NY_119,SD170935,119,3,,1,,,2,23,0
SpringOatPeaIntercrop_2024_NY_119_subplot_3,714459,SpringOatPeaIntercrop_2024_NY_119,SD170935,119,3,,1,,,3,22,0
SpringOatPeaIntercrop_2024_NY_120_subplot_1,714566,SpringOatPeaIntercrop_2024_NY_120,SD170935,120,3,,1,,,1,23,17
SpringOatPeaIntercrop_2024_NY_120_subplot_2,714568,SpringOatPeaIntercrop_2024_NY_120,SD170935,120,3,,1,,,2,29,20
SpringOatPeaIntercrop_2024_NY_120_subplot_3,714570,SpringOatPeaIntercrop_2024_NY_120,SD170935,120,3,,1,,,3,29,18
SpringOatPeaIntercrop_2024_NY_121_subplot_1,713653,SpringOatPeaIntercrop_2024_NY_121,IL17-7334,121,3,,1,,,1,22,0
SpringOatPeaIntercrop_2024_NY_121_subplot_2,713655,SpringOatPeaIntercrop_2024_NY_121,IL17-7334,121,3,,1,,,2,28,0
SpringOatPeaIntercrop_2024_NY_121_subplot_3,713657,SpringOatPeaIntercrop_2024_NY_121,IL17-7334,121,3,,1,,,3,34,0
SpringOatPeaIntercrop_2024_NY_122_subplot_1,713608,SpringOatPeaIntercrop_2024_NY_122,IL17-7334,122,3,,1,,,1,27,23
SpringOatPeaIntercrop_2024_NY_122_subplot_2,713610,SpringOatPeaIntercrop_2024_NY_122,IL17-7334,122,3,,1,,,2,30,23
SpringOatPeaIntercrop_2024_NY_122_subplot_3,713612,SpringOatPeaIntercrop_2024_NY_122,IL17-7334,122,3,,1,,,3,30,23
SpringOatPeaIntercrop_2024_NY_123_subplot_1,714508,SpringOatPeaIntercrop_2024_NY_123,ND170376,123,3,,1,,,1,21,0
SpringOatPeaIntercrop_2024_NY_123_subplot_2,714510,SpringOatPeaIntercrop_2024_NY_123,ND170376,123,3,,1,,,2,24,0
SpringOatPeaIntercrop_2024_NY_123_subplot_3,714511,SpringOatPeaIntercrop_2024_NY_123,ND170376,123,3,,1,,,3,27,0
SpringOatPeaIntercrop_2024_NY_124_subplot_1,713913,SpringOatPeaIntercrop_2024_NY_124,ND170376,124,3,,1,,,1,23,17
SpringOatPeaIntercrop_2024_NY_124_subplot_2,713915,SpringOatPeaIntercrop_2024_NY_124,ND170376,124,3,,1,,,2,27,17
SpringOatPeaIntercrop_2024_NY_124_subplot_3,713917,SpringOatPeaIntercrop_2024_NY_124,ND170376,124,3,,1,,,3,21,16
SpringOatPeaIntercrop_2024_NY_125_subplot_1,714095,SpringOatPeaIntercrop_2024_NY_125,NATTY,125,3,,1,,,1,26,15
SpringOatPeaIntercrop_2024_NY_125_subplot_2,714096,SpringOatPeaIntercrop_2024_NY_125,NATTY,125,3,,1,,,2,28,16
SpringOatPeaIntercrop_2024_NY_125_subplot_3,714097,SpringOatPeaIntercrop_2024_NY_125,NATTY,125,3,,1,,,3,27,19
